ACTION,TOPIC,CAMERA_OF_CONVERSATION,UTTERANCE
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes 
S_YES,,,yes 
S_YES,,,Yes certainly
S_YES,,,Yes certainly
S_YES,,,yes energy
S_YES,,,yes energy
S_YES,,,yes I think so
S_YES,,,yes I think so
S_YES,,,yes I think so
S_YES,,,yes I think so
S_YES,,,yes it does
S_YES,,,yes it does
S_YES,,,yes it does
S_YES,,,yes it does
S_YES,,,yes it does
S_YES,,,yes it does
S_YES,,,yes it does
S_YES,,,yes it does
S_YES,,,yes it does
S_YES,,,yes it does
S_YES,,,yes it does
S_YES,,,yes it does
S_YES,,,yes it does
S_YES,,,yes it does
S_YES,,,yes it does
S_YES,,,yes it does
S_YES,,,yes it does
S_YES,,,yes it does
S_YES,,,yes it does
S_YES,,,yes it does
S_YES,,,yes it does
S_YES,,,yes it does
S_YES,,,yes of course
S_YES,,,yes of course
S_YES,,,yes sure
S_YES,,,yes sure
S_YES,,,yes sure
S_YES,,,yes sure
S_YES,,,yes sure
S_YES,,,yes sure
S_YES,,,yes sure
S_YES,,,yes sure
S_YES,,,yes sure
S_YES,,,yes sure
S_YOURE_WELCOME,,,anytime come in have a chat we can give me more information about the camera thanks for your time
S_YOURE_WELCOME,,,anytime come in have a chat we can give me more information about the camera thanks for your time
S_YOURE_WELCOME,,,anytime have a good afternoon
S_YOURE_WELCOME,,,anytime have a good afternoon
S_YOURE_WELCOME,,,anytime have a good afternoon
S_YOURE_WELCOME,,,anytime have a good afternoon
S_YOURE_WELCOME,,,anytime have a good afternoon
S_YOURE_WELCOME,,,anytime have a good afternoon
S_YOURE_WELCOME,,,anytime have a good afternoon
S_YOURE_WELCOME,,,anytime have a good afternoon
S_YOURE_WELCOME,,,anytime have a good afternoon
S_YOURE_WELCOME,,,anytime have a good afternoon
S_YOURE_WELCOME,,,anytime have a good afternoon
S_YOURE_WELCOME,,,anytime have a good afternoon
S_YOURE_WELCOME,,,come back anytime have a good afternoon
S_YOURE_WELCOME,,,come back anytime have a good afternoon
S_YOURE_WELCOME,,,come back anytime thank you have a good afternoon
S_YOURE_WELCOME,,,come back anytime thank you have a good afternoon
S_YOURE_WELCOME,,,great look forward to seeing you again
S_YOURE_WELCOME,,,great look forward to seeing you again
S_YOURE_WELCOME,,,I look forward to seeing you then have a great afternoon thank you
S_YOURE_WELCOME,,,I look forward to seeing you then have a great afternoon thank you
S_YOURE_WELCOME,,,no problem
S_YOURE_WELCOME,,,no problem
S_YOURE_WELCOME,,,no problem
S_YOURE_WELCOME,,,no problem
S_YOURE_WELCOME,,,no problem
S_YOURE_WELCOME,,,no problem
S_YOURE_WELCOME,,,no problem
S_YOURE_WELCOME,,,no problem
S_YOURE_WELCOME,,,no problem
S_YOURE_WELCOME,,,no problem
S_YOURE_WELCOME,,,no problem 
S_YOURE_WELCOME,,,no problem 
S_YOURE_WELCOME,,,no problem any other questions come in anytime and we can have a chat thanks for your time 
S_YOURE_WELCOME,,,no problem any other questions come in anytime and we can have a chat thanks for your time 
S_YOURE_WELCOME,,,no problem any other questions I'll just be here come back anytime have a good afternoon
S_YOURE_WELCOME,,,no problem any other questions I'll just be here come back anytime have a good afternoon
S_YOURE_WELCOME,,,no problem anytime
S_YOURE_WELCOME,,,no problem anytime
S_YOURE_WELCOME,,,no problem anytime have a good afternoon
S_YOURE_WELCOME,,,no problem anytime have a good afternoon
S_YOURE_WELCOME,,,no problem come back anytime and we can take some pictures for the cameras and compare them for you
S_YOURE_WELCOME,,,no problem come back anytime and we can take some pictures for the cameras and compare them for you
S_YOURE_WELCOME,,,no problem come back anytime and you can give it more testing over it make sure we put a pink one for you
S_YOURE_WELCOME,,,no problem come back anytime and you can give it more testing over it make sure we put a pink one for you
S_YOURE_WELCOME,,,no problem come back anytime have a good afternoon
S_YOURE_WELCOME,,,no problem come back anytime have a good afternoon
S_YOURE_WELCOME,,,no problem come back anytime it'll be great to see you again thank you
S_YOURE_WELCOME,,,no problem come back anytime it'll be great to see you again thank you
S_YOURE_WELCOME,,,No problem come back anytime we could see you again have a good afternoon
S_YOURE_WELCOME,,,No problem come back anytime we could see you again have a good afternoon
S_YOURE_WELCOME,,,no problem come back anytime with anything we can help you with will be here I will keep a camera setup for the next few days for you
S_YOURE_WELCOME,,,no problem come back anytime with anything we can help you with will be here I will keep a camera setup for the next few days for you
S_YOURE_WELCOME,,,no problem come back anytime you like N
S_YOURE_WELCOME,,,no problem come back anytime you like N
S_YOURE_WELCOME,,,no problem come in anytime we can show you more features thanks your time
S_YOURE_WELCOME,,,no problem come in anytime we can show you more features thanks your time
S_YOURE_WELCOME,,,no problem have a good afternoon
S_YOURE_WELCOME,,,no problem have a good afternoon
S_YOURE_WELCOME,,,no problem have a good afternoon
S_YOURE_WELCOME,,,no problem have a good afternoon
S_YOURE_WELCOME,,,no problem have a good afternoon
S_YOURE_WELCOME,,,no problem have a good afternoon
S_YOURE_WELCOME,,,no problem have a good afternoon
S_YOURE_WELCOME,,,no problem have a good afternoon
S_YOURE_WELCOME,,,no problem have a good afternoon
S_YOURE_WELCOME,,,no problem have a good afternoon
S_YOURE_WELCOME,,,no problem have a good afternoon
S_YOURE_WELCOME,,,no problem have a good afternoon
S_YOURE_WELCOME,,,no problem have a good afternoon
S_YOURE_WELCOME,,,no problem have a good afternoon
S_YOURE_WELCOME,,,no problem have a good afternoon
S_YOURE_WELCOME,,,no problem have a good afternoon
S_YOURE_WELCOME,,,no problem have a good afternoon
S_YOURE_WELCOME,,,no problem have a good afternoon
S_YOURE_WELCOME,,,no problem have a good afternoon
S_YOURE_WELCOME,,,no problem have a good afternoon
S_YOURE_WELCOME,,,no problem have a good afternoon
S_YOURE_WELCOME,,,no problem have a good afternoon
S_YOURE_WELCOME,,,no problem have a good afternoon
S_YOURE_WELCOME,,,no problem have a good afternoon
S_YOURE_WELCOME,,,no problem have a good afternoon
S_YOURE_WELCOME,,,no problem have a good afternoon
S_YOURE_WELCOME,,,no problem have a good afternoon
S_YOURE_WELCOME,,,no problem have a good afternoon
S_YOURE_WELCOME,,,no problem have a good afternoon
S_YOURE_WELCOME,,,no problem have a good afternoon
S_YOURE_WELCOME,,,no problem have a good afternoon come back anytime thank you
S_YOURE_WELCOME,,,no problem have a good afternoon come back anytime thank you
S_YOURE_WELCOME,,,no problem have a great afternoon
S_YOURE_WELCOME,,,no problem have a great afternoon
S_YOURE_WELCOME,,,no problem I'll just be over here have a good afternoon
S_YOURE_WELCOME,,,no problem I'll just be over here have a good afternoon
S_YOURE_WELCOME,,,no problem it when you're ready come back and we can package one up for you
S_YOURE_WELCOME,,,no problem it when you're ready come back and we can package one up for you
S_YOURE_WELCOME,,,no problem look forward to seeing it tomorrow
S_YOURE_WELCOME,,,no problem look forward to seeing it tomorrow
S_YOURE_WELCOME,,,no problem look forward to seeing you again
S_YOURE_WELCOME,,,no problem look forward to seeing you again
S_YOURE_WELCOME,,,no problem look forward to seeing you again
S_YOURE_WELCOME,,,no problem look forward to seeing you again
S_YOURE_WELCOME,,,no problem see you again
S_YOURE_WELCOME,,,no problem see you again
S_YOURE_WELCOME,,,no problem see you again
S_YOURE_WELCOME,,,no problem see you again
S_YOURE_WELCOME,,,no problem we'll see you again have a good afternoon
S_YOURE_WELCOME,,,no problem we'll see you again have a good afternoon
S_YOURE_WELCOME,,,no problem we'll see you again soon thank you
S_YOURE_WELCOME,,,no problem we'll see you again soon thank you
S_YOURE_WELCOME,,,no problem we'll see you next time have a good afternoon
S_YOURE_WELCOME,,,no problem we'll see you next time have a good afternoon
S_YOURE_WELCOME,,,no problems come back anytime have a good afternoon thank you YouTube
S_YOURE_WELCOME,,,no problems come back anytime have a good afternoon thank you YouTube
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries
S_YOURE_WELCOME,,,no worries thank you for coming
S_YOURE_WELCOME,,,no worries thank you for coming
S_YOURE_WELCOME,,,sure no problem
S_YOURE_WELCOME,,,sure no problem
S_YOURE_WELCOME,,,thank you i look forward to seeing you again
S_YOURE_WELCOME,,,thank you i look forward to seeing you again
S_YOURE_WELCOME,,,thank you look forward to seeing you again
S_YOURE_WELCOME,,,thank you look forward to seeing you again
S_YOURE_WELCOME,,,thank you look forward to seeing you again have a great afternoon
S_YOURE_WELCOME,,,thank you look forward to seeing you again have a great afternoon
S_YOURE_WELCOME,,,thanks love you time come in and have a chat anytime
S_YOURE_WELCOME,,,thanks love you time come in and have a chat anytime
S_YOURE_WELCOME,,,that's no problem ask all  the questions you need too that's fine
S_YOURE_WELCOME,,,that's no problem ask all  the questions you need too that's fine
S_YOURE_WELCOME,,,this is designed to stop that problem
S_YOURE_WELCOME,,,this is designed to stop that problem
S_YOURE_WELCOME,,,welcome
S_YOURE_WELCOME,,,welcome
S_YOURE_WELCOME,,,yes you're welcome
S_YOURE_WELCOME,,,yes you're welcome
S_YOURE_WELCOME,,,you are welcome
S_YOURE_WELCOME,,,you are welcome
S_YOURE_WELCOME,,,you are welcome
S_YOURE_WELCOME,,,you are welcome
S_YOURE_WELCOME,,,you are welcome
S_YOURE_WELCOME,,,you are welcome
S_YOURE_WELCOME,,,you are welcome
S_YOURE_WELCOME,,,you are welcome
S_YOURE_WELCOME,,,you are welcome
S_YOURE_WELCOME,,,you are welcome
S_YOURE_WELCOME,,,you are welcome
S_YOURE_WELCOME,,,you are welcome
S_YOURE_WELCOME,,,you are welcome
S_YOURE_WELCOME,,,you are welcome
S_YOURE_WELCOME,,,you are welcome
S_YOURE_WELCOME,,,you are welcome
S_YOURE_WELCOME,,,you are welcome
S_YOURE_WELCOME,,,you are welcome
S_YOURE_WELCOME,,,you are welcome
S_YOURE_WELCOME,,,you are welcome
S_YOURE_WELCOME,,,you are welcome
S_YOURE_WELCOME,,,you are welcome
S_YOURE_WELCOME,,,you are welcome
S_YOURE_WELCOME,,,you are welcome
S_YOURE_WELCOME,,,you are welcome
S_YOURE_WELCOME,,,you are welcome
S_YOURE_WELCOME,,,you are welcome
S_YOURE_WELCOME,,,you are welcome
S_YOURE_WELCOME,,,you are welcome
S_YOURE_WELCOME,,,you are welcome
S_YOURE_WELCOME,,,you are welcome
S_YOURE_WELCOME,,,you are welcome
S_YOURE_WELCOME,,,your welcome
S_YOURE_WELCOME,,,your welcome
S_YOURE_WELCOME,,,you're very welcome
S_YOURE_WELCOME,,,you're very welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome
S_YOURE_WELCOME,,,you're welcome see you later
S_YOURE_WELCOME,,,you're welcome see you later
S_YOURE_WELCOME,,,You're welcome thank you for coming
S_YOURE_WELCOME,,,you're welcome thank you for coming
S_YOURE_WELCOME,,,you're welcome thank you for coming
S_YOURE_WELCOME,,,You're welcome thank you for coming
S_YOURE_WELCOME,,,come back anytime thank you have a good afternoon.
S_THATS_ALL_WE_HAVE_AVAILABLE,,,That's all we have available at the moment.
S_ANYTHING_ELSE_I_CAN_HELP_WITH,,,anything else I can help you with
S_ANYTHING_ELSE_I_CAN_HELP_WITH,,,anything else I can help you with
S_ANYTHING_ELSE_I_CAN_HELP_WITH,,,fantastic is there anything else I can do
S_ANYTHING_ELSE_I_CAN_HELP_WITH,,,fantastic is there anything else I can do
S_ANYTHING_ELSE_I_CAN_HELP_WITH,,,fantastic is there anything else I can help you today
S_ANYTHING_ELSE_I_CAN_HELP_WITH,,,fantastic is there anything else I can help you today
S_ANYTHING_ELSE_I_CAN_HELP_WITH,,,Fantastic is there anything else I can help you with today
S_ANYTHING_ELSE_I_CAN_HELP_WITH,,,fantastic is there anything else I can help you with today
S_ANYTHING_ELSE_I_CAN_HELP_WITH,,,fantastic is there anything else I can help you with today
S_ANYTHING_ELSE_I_CAN_HELP_WITH,,,Fantastic is there anything else I can help you with today
S_ANYTHING_ELSE_I_CAN_HELP_WITH,,,is there anything else I can help you with today
S_ANYTHING_ELSE_I_CAN_HELP_WITH,,,is there anything else I can help you with today
S_ANYTHING_ELSE_I_CAN_HELP_WITH,,,is there anything else I can help you with today?
S_ANYTHING_ELSE_I_CAN_HELP_WITH,,,is there anything else I can help you with today?
S_ANYTHING_ELSE_I_CAN_HELP_WITH,,,is there anything else I can help you with today?
S_ANYTHING_ELSE_I_CAN_HELP_WITH,,,is there anything else I can help you with today?
S_ANYTHING_ELSE_I_CAN_HELP_WITH,,,is there anything else I can help you with?
S_ANYTHING_ELSE_I_CAN_HELP_WITH,,,is there anything else I can help you with?
S_ANYTHING_ELSE_I_CAN_HELP_WITH,,,is there anything I can do for you
S_ANYTHING_ELSE_I_CAN_HELP_WITH,,,Is there anything I can do for you
S_ANYTHING_ELSE_I_CAN_HELP_WITH,,,Is there anything I can do for you
S_ANYTHING_ELSE_I_CAN_HELP_WITH,,,is there anything I can do for you
S_ANYTHING_ELSE_I_CAN_HELP_WITH,,,is there anything I can do for you today
S_ANYTHING_ELSE_I_CAN_HELP_WITH,,,is there anything I can do for you today
S_ANYTHING_ELSE_I_CAN_HELP_WITH,,,is there anything I can do for you today
S_ANYTHING_ELSE_I_CAN_HELP_WITH,,,is there anything I can do for you today
S_ANYTHING_ELSE_I_CAN_HELP_WITH,,,Is there anything I can do to help you
S_ANYTHING_ELSE_I_CAN_HELP_WITH,,,Is there anything I can do to help you
S_ANYTHING_ELSE_I_CAN_HELP_WITH,,,Is there anything that I can do for you today
S_ANYTHING_ELSE_I_CAN_HELP_WITH,,,is there anything that I can do for you today
S_ANYTHING_ELSE_I_CAN_HELP_WITH,,,is there anything that I can do for you today
S_ANYTHING_ELSE_I_CAN_HELP_WITH,,,Is there anything that I can do for you today
S_ANYTHING_ELSE_I_CAN_HELP_WITH,,,no problem glad I could help anything else I can help you with today
S_ANYTHING_ELSE_I_CAN_HELP_WITH,,,no problem glad I could help anything else I can help you with today
S_ANYTHING_ELSE_I_CAN_HELP_WITH,,,no problem is there anything else I can help with today?
S_ANYTHING_ELSE_I_CAN_HELP_WITH,,,no problem is there anything else I can help with today?
S_ANYTHING_ELSE_I_CAN_HELP_WITH,,,No problem is there anything else I can help you with today
S_ANYTHING_ELSE_I_CAN_HELP_WITH,,,No problem is there anything else I can help you with today
S_ANYTHING_ELSE_I_CAN_HELP_WITH,,,right I'm glad I could help is there anything else I can help you with today
S_ANYTHING_ELSE_I_CAN_HELP_WITH,,,right I'm glad I could help is there anything else I can help you with today
