ACTION,TOPIC,UTTERANCE
C_QUESTION_ABOUT_FEATURE,price,and how much does it cost
C_QUESTION_ABOUT_FEATURE,price,and how much does it cost
C_QUESTION_ABOUT_FEATURE,price,and how much does this cost
C_QUESTION_ABOUT_FEATURE,price,and how much does this cost
C_QUESTION_ABOUT_FEATURE,price,and how much does this one cost
C_QUESTION_ABOUT_FEATURE,price,and how much is this one
C_QUESTION_ABOUT_FEATURE,price,and how much would this be
C_QUESTION_ABOUT_FEATURE,price,and what about the price
C_QUESTION_ABOUT_FEATURE,price,and what about the price 
C_QUESTION_ABOUT_FEATURE,price,and what is the price of this camera
C_QUESTION_ABOUT_FEATURE,price,and what is the price on this
C_QUESTION_ABOUT_FEATURE,price,and what is the price on this
C_QUESTION_ABOUT_FEATURE,price,and what is the price on this
C_QUESTION_ABOUT_FEATURE,price,and what is the price on this
C_QUESTION_ABOUT_FEATURE,price,and what's the price on it
C_QUESTION_ABOUT_FEATURE,price,and what's the price on this camera
C_QUESTION_ABOUT_FEATURE,price,ants how much does it cost
C_QUESTION_ABOUT_FEATURE,price,CSA OK and how much does it cost for the camera
C_QUESTION_ABOUT_FEATURE,price,excuse me how much does this camera cost
C_QUESTION_ABOUT_FEATURE,price,hi can I know how much this camera cost
C_QUESTION_ABOUT_FEATURE,price,how about its price
C_QUESTION_ABOUT_FEATURE,price,how about the price
C_QUESTION_ABOUT_FEATURE,price,how about the price
C_QUESTION_ABOUT_FEATURE,price,how about the price for this this one
C_QUESTION_ABOUT_FEATURE,price,how about the price of this camera
C_QUESTION_ABOUT_FEATURE,price,how great and how much this phone cost
C_QUESTION_ABOUT_FEATURE,price,how is this one on price
C_QUESTION_ABOUT_FEATURE,price,how much are you selling it for
C_QUESTION_ABOUT_FEATURE,price,how much does a condom cost
C_QUESTION_ABOUT_FEATURE,price,how much does a whale together
C_QUESTION_ABOUT_FEATURE,price,how much does all this cost
C_QUESTION_ABOUT_FEATURE,price,how much does it come away
C_QUESTION_ABOUT_FEATURE,price,how much does it cost
C_QUESTION_ABOUT_FEATURE,price,how much does it cost
C_QUESTION_ABOUT_FEATURE,price,how much does it cost
C_QUESTION_ABOUT_FEATURE,price,how much does it cost
C_QUESTION_ABOUT_FEATURE,price,how much does it cost
C_QUESTION_ABOUT_FEATURE,price,how much does it cost
C_QUESTION_ABOUT_FEATURE,price,how much does it cost
C_QUESTION_ABOUT_FEATURE,price,how much does it cost
C_QUESTION_ABOUT_FEATURE,price,how much does it cost
C_QUESTION_ABOUT_FEATURE,price,how much does it cost
C_QUESTION_ABOUT_FEATURE,price,how much does it cost
C_QUESTION_ABOUT_FEATURE,price,how much does it cost
C_QUESTION_ABOUT_FEATURE,price,how much does it cost
C_QUESTION_ABOUT_FEATURE,price,how much does it cost
C_QUESTION_ABOUT_FEATURE,price,how much does it cost
C_QUESTION_ABOUT_FEATURE,price,how much does it cost
C_QUESTION_ABOUT_FEATURE,price,how much does it cost
C_QUESTION_ABOUT_FEATURE,price,how much does it cost
C_QUESTION_ABOUT_FEATURE,price,how much does it cost
C_QUESTION_ABOUT_FEATURE,price,how much does it cost
C_QUESTION_ABOUT_FEATURE,price,how much does it cost
C_QUESTION_ABOUT_FEATURE,price,how much does it cost in cost
C_QUESTION_ABOUT_FEATURE,price,how much does it cost this one
C_QUESTION_ABOUT_FEATURE,price,how much does one cost 
C_QUESTION_ABOUT_FEATURE,price,How much does this camera cost
C_QUESTION_ABOUT_FEATURE,price,how much does this camera cost
C_QUESTION_ABOUT_FEATURE,price,how much does this cost
C_QUESTION_ABOUT_FEATURE,price,how much does this cost
C_QUESTION_ABOUT_FEATURE,price,how much does this cost
C_QUESTION_ABOUT_FEATURE,price,how much does this cost
C_QUESTION_ABOUT_FEATURE,price,how much does this cost
C_QUESTION_ABOUT_FEATURE,price,how much does this cost
C_QUESTION_ABOUT_FEATURE,price,how much does this phone cost
C_QUESTION_ABOUT_FEATURE,price,how much does this phone cost
C_QUESTION_ABOUT_FEATURE,price,how much does this phone cost
C_QUESTION_ABOUT_FEATURE,price,how much does this phone cost
C_QUESTION_ABOUT_FEATURE,price,how much Freedom do I get when using this camera
C_QUESTION_ABOUT_FEATURE,price,how much is it
C_QUESTION_ABOUT_FEATURE,price,how much is it
C_QUESTION_ABOUT_FEATURE,price,how much is it
C_QUESTION_ABOUT_FEATURE,price,how much is it
C_QUESTION_ABOUT_FEATURE,price,how much is it
C_QUESTION_ABOUT_FEATURE,price,how much is it
C_QUESTION_ABOUT_FEATURE,price,how much is this
C_QUESTION_ABOUT_FEATURE,price,how much is this
C_QUESTION_ABOUT_FEATURE,price,how much is this
C_QUESTION_ABOUT_FEATURE,price,how much is this
C_QUESTION_ABOUT_FEATURE,price,how much is this
C_QUESTION_ABOUT_FEATURE,price,how much is this
C_QUESTION_ABOUT_FEATURE,price,how much is this
C_QUESTION_ABOUT_FEATURE,price,how much is this
C_QUESTION_ABOUT_FEATURE,price,how much is this
C_QUESTION_ABOUT_FEATURE,price,how much is this
C_QUESTION_ABOUT_FEATURE,price,how much is this
C_QUESTION_ABOUT_FEATURE,price,how much is this
C_QUESTION_ABOUT_FEATURE,price,how much is this
C_QUESTION_ABOUT_FEATURE,price,how much is this
C_QUESTION_ABOUT_FEATURE,price,how much is this
C_QUESTION_ABOUT_FEATURE,price,how much is this
C_QUESTION_ABOUT_FEATURE,price,how much is this
C_QUESTION_ABOUT_FEATURE,price,how much is this
C_QUESTION_ABOUT_FEATURE,price,how much is this
C_QUESTION_ABOUT_FEATURE,price,how much is this camera
C_QUESTION_ABOUT_FEATURE,price,how much is this camera
C_QUESTION_ABOUT_FEATURE,price,how much is this camera
C_QUESTION_ABOUT_FEATURE,price,how much is this camera
C_QUESTION_ABOUT_FEATURE,price,how much is this camera
C_QUESTION_ABOUT_FEATURE,price,how much is this camera
C_QUESTION_ABOUT_FEATURE,price,how much is this camera
C_QUESTION_ABOUT_FEATURE,price,how much is this camera
C_QUESTION_ABOUT_FEATURE,price,how much is this camera
C_QUESTION_ABOUT_FEATURE,price,how much is this camera
C_QUESTION_ABOUT_FEATURE,price,how much is this camera
C_QUESTION_ABOUT_FEATURE,price,how much is this camera
C_QUESTION_ABOUT_FEATURE,price,how much is this one
C_QUESTION_ABOUT_FEATURE,price,how much this camera
C_QUESTION_ABOUT_FEATURE,price,how much will this cost
C_QUESTION_ABOUT_FEATURE,price,I am so maybe this is what I want may ask about price
C_QUESTION_ABOUT_FEATURE,price,I don't know how much this camera cost
C_QUESTION_ABOUT_FEATURE,price,I like this camera how much does it cost
C_QUESTION_ABOUT_FEATURE,price,I see and how much does this phone cost
C_QUESTION_ABOUT_FEATURE,price,I see how about its price
C_QUESTION_ABOUT_FEATURE,price,I see how much does it cost
C_QUESTION_ABOUT_FEATURE,price,I see on can you please tell me about the out of focus points
C_QUESTION_ABOUT_FEATURE,price,ICL what is the price of this one
C_QUESTION_ABOUT_FEATURE,price,ICN can you please tell me about the preset mode
C_QUESTION_ABOUT_FEATURE,price,I'm looking for a simple to use this looks amazing but kind of expensive
C_QUESTION_ABOUT_FEATURE,price,it looks kind of expensive
C_QUESTION_ABOUT_FEATURE,price,KN what is the price on it
C_QUESTION_ABOUT_FEATURE,price,let me know how much this phone cost please
C_QUESTION_ABOUT_FEATURE,price,looks kind of expensive
C_QUESTION_ABOUT_FEATURE,price,oh I see and do you have different color
C_QUESTION_ABOUT_FEATURE,price,oh i see do you have it in different color this is too plain
C_QUESTION_ABOUT_FEATURE,price,oh I see what about the what about the price on this one
C_QUESTION_ABOUT_FEATURE,price,oh really how much is it
C_QUESTION_ABOUT_FEATURE,price,oh yeah you're right it's a really good under how much does this phone cost
C_QUESTION_ABOUT_FEATURE,price,ok cool prices
C_QUESTION_ABOUT_FEATURE,price,ok how much is it
C_QUESTION_ABOUT_FEATURE,price,ok how much is this camera close again
C_QUESTION_ABOUT_FEATURE,price,ok I see thank you please tell me about the price in December
C_QUESTION_ABOUT_FEATURE,price,okay and what is the price on this
C_QUESTION_ABOUT_FEATURE,price,okay and what's the price on this again
C_QUESTION_ABOUT_FEATURE,price,okay good and the price on this camera
C_QUESTION_ABOUT_FEATURE,price,okay how about the price
C_QUESTION_ABOUT_FEATURE,price,okay how much is it
C_QUESTION_ABOUT_FEATURE,price,okay I see so what is the price for this
C_QUESTION_ABOUT_FEATURE,price,okay sounds like a plan and how much was this camera again
C_QUESTION_ABOUT_FEATURE,price,okay um so how much does it cost
C_QUESTION_ABOUT_FEATURE,price,Oregon how much does it cost
C_QUESTION_ABOUT_FEATURE,price,Ozzy and how much
C_QUESTION_ABOUT_FEATURE,price,seems like a good camera how much is this one
C_QUESTION_ABOUT_FEATURE,price,Skewes me sir do you know how much is this camera
C_QUESTION_ABOUT_FEATURE,price,That's kind of expensive
C_QUESTION_ABOUT_FEATURE,price,this sounds like good camera how much is this one
C_QUESTION_ABOUT_FEATURE,price,umpire me know how much is this camera 
C_QUESTION_ABOUT_FEATURE,price,well very good how much does this phone cost
C_QUESTION_ABOUT_FEATURE,price,what about its price
C_QUESTION_ABOUT_FEATURE,price,what about the price
C_QUESTION_ABOUT_FEATURE,price,What about the price
C_QUESTION_ABOUT_FEATURE,price,what about the price
C_QUESTION_ABOUT_FEATURE,price,what about the price
C_QUESTION_ABOUT_FEATURE,price,what is the price
C_QUESTION_ABOUT_FEATURE,price,what is the price
C_QUESTION_ABOUT_FEATURE,price,what is the price
C_QUESTION_ABOUT_FEATURE,price,what is the price of it
C_QUESTION_ABOUT_FEATURE,price,what is the price of this camera
C_QUESTION_ABOUT_FEATURE,price,what is the price of this camera
C_QUESTION_ABOUT_FEATURE,price,what is the price of this one
C_QUESTION_ABOUT_FEATURE,price,what is the price on this
C_QUESTION_ABOUT_FEATURE,price,what is the price on this camera
C_QUESTION_ABOUT_FEATURE,price,what price is it
C_QUESTION_ABOUT_FEATURE,price,what's price
C_QUESTION_ABOUT_FEATURE,price,what's the price
C_QUESTION_ABOUT_FEATURE,price,what's the price
C_QUESTION_ABOUT_FEATURE,price,what's the price on this again
C_QUESTION_ABOUT_FEATURE,price,what's the price what is
C_QUESTION_ABOUT_FEATURE,price,wonderful and can you please tell me about the price of this camera
C_QUESTION_ABOUT_FEATURE,price,wonderful and what about the price
C_QUESTION_ABOUT_FEATURE,price,yeah but just kind of want to have a cool looking camera that looks very expensive
C_QUESTION_ABOUT_FEATURE,price,yeah I'm how much is this camera
C_QUESTION_ABOUT_FEATURE,price,yeah that's what I need to do how much is it
C_QUESTION_ABOUT_FEATURE,price,yeah that's why it's a top cost camera huh
C_QUESTION_ABOUT_FEATURE,price,you have any how much is this camera
C_QUESTION_ABOUT_FEATURE,price,You said this was cheap
C_QUESTION_ABOUT_FEATURE,resolution,and how many megapixels does it have
C_QUESTION_ABOUT_FEATURE,resolution,and how many megapixels does it have
C_QUESTION_ABOUT_FEATURE,resolution,and what about the resolution of this Colorado
C_QUESTION_ABOUT_FEATURE,resolution,Honda how many mega pixels on the screen
C_QUESTION_ABOUT_FEATURE,resolution,how many megapixels
C_QUESTION_ABOUT_FEATURE,resolution,how many megapixels
C_QUESTION_ABOUT_FEATURE,resolution,how many megapixels does it have
C_QUESTION_ABOUT_FEATURE,resolution,how many megapixels does it have
C_QUESTION_ABOUT_FEATURE,resolution,how many megapixels does it have
C_QUESTION_ABOUT_FEATURE,resolution,how many megapixels does this camera have
C_QUESTION_ABOUT_FEATURE,resolution,how many megapixels does this got
C_QUESTION_ABOUT_FEATURE,resolution,how many megapixels is it
C_QUESTION_ABOUT_FEATURE,resolution,how many megapixels is it
C_QUESTION_ABOUT_FEATURE,resolution,how many megapixels is it house
C_QUESTION_ABOUT_FEATURE,resolution,how many megapixels is this camera
C_QUESTION_ABOUT_FEATURE,resolution,how many megapixels is this camera
C_QUESTION_ABOUT_FEATURE,resolution,how many megapixels is this camera information of the resolution
C_QUESTION_ABOUT_FEATURE,resolution,I feel like the resolution is not very good
C_QUESTION_ABOUT_FEATURE,resolution,in how many megapixels is this one
C_QUESTION_ABOUT_FEATURE,resolution,Oh what kind of resolution to the house hun
C_QUESTION_ABOUT_FEATURE,resolution,powerful is it how many megapixels can it shoot
C_QUESTION_ABOUT_FEATURE,resolution,um how about the megapixels for the camera
C_QUESTION_ABOUT_FEATURE,resolution,what about the megapixels camera
C_QUESTION_ABOUT_FEATURE,resolution,what about the resolution
C_QUESTION_ABOUT_FEATURE,resolution,What about the resolution of the camera how many megapixels
C_QUESTION_ABOUT_FEATURE,resolution,what about the resolution of this
C_QUESTION_ABOUT_FEATURE,resolution,what about the resolution of this camera
C_QUESTION_ABOUT_FEATURE,resolution,what is the resolution
C_QUESTION_ABOUT_FEATURE,resolution,What is the resolution on this camera
C_QUESTION_ABOUT_FEATURE,resolution,what it what is mega pixels
C_QUESTION_ABOUT_FEATURE,resolution,what's the megapixel thing on this
C_QUESTION_ABOUT_FEATURE,resolution,Yahara actually like to do that and then what how many megapixels does it have
C_QUESTION_ABOUT_FEATURE,sensor_size,and how about the census for this
C_QUESTION_ABOUT_FEATURE,sensor_size,and how big is the sensor
C_QUESTION_ABOUT_FEATURE,sensor_size,and the sensor size
C_QUESTION_ABOUT_FEATURE,sensor_size,And the sensor size on this one
C_QUESTION_ABOUT_FEATURE,sensor_size,and the sensor size what what's the size of the sensor
C_QUESTION_ABOUT_FEATURE,sensor_size,and what about the census is
C_QUESTION_ABOUT_FEATURE,sensor_size,and what about the sense of sight
C_QUESTION_ABOUT_FEATURE,sensor_size,and what is the sensor size
C_QUESTION_ABOUT_FEATURE,sensor_size,and what's the sensor size on this
C_QUESTION_ABOUT_FEATURE,sensor_size,and what's the sensor size on this phone
C_QUESTION_ABOUT_FEATURE,sensor_size,can I know these as a size for this camera
C_QUESTION_ABOUT_FEATURE,sensor_size,do you know what is the sensor size for this camera
C_QUESTION_ABOUT_FEATURE,sensor_size,Does it have a big sensor
C_QUESTION_ABOUT_FEATURE,sensor_size,hello how big is there is a sensor
C_QUESTION_ABOUT_FEATURE,sensor_size,how big is the sensor
C_QUESTION_ABOUT_FEATURE,sensor_size,i see and what is the sensor size of this camera
C_QUESTION_ABOUT_FEATURE,sensor_size,is the sensor on this phone as big as the DSLR
C_QUESTION_ABOUT_FEATURE,sensor_size,oh I see and what about this sensor site
C_QUESTION_ABOUT_FEATURE,sensor_size,oh this looks very good actually what is the size of the sensor of this camera
C_QUESTION_ABOUT_FEATURE,sensor_size,ok what about the sensor size
C_QUESTION_ABOUT_FEATURE,sensor_size,size of a sensor
C_QUESTION_ABOUT_FEATURE,sensor_size,synthesize of this camera
C_QUESTION_ABOUT_FEATURE,sensor_size,synthesize of this camera
C_QUESTION_ABOUT_FEATURE,sensor_size,the sensor on this phone is it full frame
C_QUESTION_ABOUT_FEATURE,sensor_size,this camera looks quite heavy compared to the smaller ones but how big is the sensor on it
C_QUESTION_ABOUT_FEATURE,sensor_size,what about it census ice
C_QUESTION_ABOUT_FEATURE,sensor_size,what about the sensor size
C_QUESTION_ABOUT_FEATURE,sensor_size,what about the sensor size
C_QUESTION_ABOUT_FEATURE,sensor_size,what about the sensor size
C_QUESTION_ABOUT_FEATURE,sensor_size,what about the sensor size
C_QUESTION_ABOUT_FEATURE,sensor_size,What is synthesizer of this camera
C_QUESTION_ABOUT_FEATURE,sensor_size,what is the sensor size
C_QUESTION_ABOUT_FEATURE,sensor_size,what is the sensor size
C_QUESTION_ABOUT_FEATURE,sensor_size,what is the sensor size like
C_QUESTION_ABOUT_FEATURE,sensor_size,what is the size of the sensor
C_QUESTION_ABOUT_FEATURE,sensor_size,what is the size of this camera
C_QUESTION_ABOUT_FEATURE,sensor_size,What is the synthesize of this camera
C_QUESTION_ABOUT_FEATURE,sensor_size,What is the synthesized of this camera
C_QUESTION_ABOUT_FEATURE,sensor_size,what is the what is the sensor size
C_QUESTION_ABOUT_FEATURE,sensor_size,what is this camera sensor size
C_QUESTION_ABOUT_FEATURE,sensor_size,what's sensor size
C_QUESTION_ABOUT_FEATURE,sensor_size,what's the sensor size on this phone
C_QUESTION_ABOUT_FEATURE,sensor_size,when the sensor size what is the sensor size on this
C_QUESTION_ABOUT_FEATURE,sensor_size_what,what is the meaning of sensor size
C_QUESTION_ABOUT_FEATURE,sensor_size_what,
C_QUESTION_ABOUT_FEATURE,sensor_size_what,
C_QUESTION_ABOUT_FEATURE,sensor_size_what,
C_QUESTION_ABOUT_FEATURE,sensor_size_what,
C_QUESTION_ABOUT_FEATURE,settings,and how many manual settings does it come in
C_QUESTION_ABOUT_FEATURE,settings,and I can control of the settings myself right
C_QUESTION_ABOUT_FEATURE,settings,and the manual settings how many manual settings does it have
C_QUESTION_ABOUT_FEATURE,settings,and the manual settings how many manual settings does it have
C_QUESTION_ABOUT_FEATURE,settings,and this one doesn't have manual settings
C_QUESTION_ABOUT_FEATURE,settings,and where about the manual setting
C_QUESTION_ABOUT_FEATURE,settings,any manual settings
C_QUESTION_ABOUT_FEATURE,settings,does it comes with manual settings
C_QUESTION_ABOUT_FEATURE,settings,Does this camera have manual settings?
C_QUESTION_ABOUT_FEATURE,settings,great so can you please explain me more about this manual settings
C_QUESTION_ABOUT_FEATURE,settings,hey I just wanted to know the beauty of this camera to adjust settings
C_QUESTION_ABOUT_FEATURE,settings,Honeywell settings
C_QUESTION_ABOUT_FEATURE,settings,how about its ability to adjust settings
C_QUESTION_ABOUT_FEATURE,settings,how many manual settings is it outside
C_QUESTION_ABOUT_FEATURE,settings,How many manual settings on this
C_QUESTION_ABOUT_FEATURE,settings,how much Freedom do I get when using this camera
C_QUESTION_ABOUT_FEATURE,settings,how much Freedom do you have with this like what what can I set according to my liking
C_QUESTION_ABOUT_FEATURE,settings,I can operate this in full manual mode console
C_QUESTION_ABOUT_FEATURE,settings,I mainly shoot in manual mode is that capable
C_QUESTION_ABOUT_FEATURE,settings,I would like to ask about is it easy to do I need to set up any manuals for this camera
C_QUESTION_ABOUT_FEATURE,settings,is it full manual
C_QUESTION_ABOUT_FEATURE,settings,is it full manual
C_QUESTION_ABOUT_FEATURE,settings,is it in manual mode
C_QUESTION_ABOUT_FEATURE,settings,is this camera fully automatic
C_QUESTION_ABOUT_FEATURE,settings,is this full manual
C_QUESTION_ABOUT_FEATURE,settings,is this full manual
C_QUESTION_ABOUT_FEATURE,settings,is this full manual
C_QUESTION_ABOUT_FEATURE,settings,is this full manual
C_QUESTION_ABOUT_FEATURE,settings,is this full manual camera
C_QUESTION_ABOUT_FEATURE,settings,is this full manual camera
C_QUESTION_ABOUT_FEATURE,settings,is this one manual
C_QUESTION_ABOUT_FEATURE,settings,K and do what manual settings what are the manual settings on this
C_QUESTION_ABOUT_FEATURE,settings,K and the manual settings
C_QUESTION_ABOUT_FEATURE,settings,manual settings is for what
C_QUESTION_ABOUT_FEATURE,settings,nice and what about the mental settings
C_QUESTION_ABOUT_FEATURE,settings,ok and manual settings how many manual settings does it have
C_QUESTION_ABOUT_FEATURE,settings,okay and what kind of manual settings does it have
C_QUESTION_ABOUT_FEATURE,settings,okay uh are there any automatic settings on this phone
C_QUESTION_ABOUT_FEATURE,settings,on the manual settings
C_QUESTION_ABOUT_FEATURE,settings,pretty good how much how many manual settings it is does it have
C_QUESTION_ABOUT_FEATURE,settings,so I can just adjust the settings
C_QUESTION_ABOUT_FEATURE,settings,so purple sounds good and what about some manual settings
C_QUESTION_ABOUT_FEATURE,settings,so um how about its ability to adjust settings is it manual
C_QUESTION_ABOUT_FEATURE,settings,sounds good what about the manual settings
C_QUESTION_ABOUT_FEATURE,settings,sounds good what about the manual settings
C_QUESTION_ABOUT_FEATURE,settings,thank you tell me about the ability to adjust the settings
C_QUESTION_ABOUT_FEATURE,settings,that's great do I have to worry about setting things manually
C_QUESTION_ABOUT_FEATURE,settings,that's wonderful and what about the manual settings
C_QUESTION_ABOUT_FEATURE,settings,tide still control the settings manually with that one
C_QUESTION_ABOUT_FEATURE,settings,under what city is the setting on this phone
C_QUESTION_ABOUT_FEATURE,settings,what about the manual settings can I adjust it
C_QUESTION_ABOUT_FEATURE,settings,what about the manual settings it seems is quite taken to put everything in manual mode and I am used to this kind of coming
C_QUESTION_ABOUT_FEATURE,settings,what about the manual settings still all the manual settings of the old one
C_QUESTION_ABOUT_FEATURE,settings,what about the manual testing supposed to feel flexibility
C_QUESTION_ABOUT_FEATURE,settings,what about the settings
C_QUESTION_ABOUT_FEATURE,settings,what are the settings for
C_QUESTION_ABOUT_FEATURE,settings,what kind of settings does it have
C_QUESTION_ABOUT_FEATURE,settings,what manual settings can I control
C_QUESTION_ABOUT_FEATURE,settings,what manual settings to the house
C_QUESTION_ABOUT_FEATURE,settings,what sort of control can I do with it
C_QUESTION_ABOUT_FEATURE,settings,what would I use the manual settings for
C_QUESTION_ABOUT_FEATURE,settings,why would I control the settings manually
C_QUESTION_ABOUT_FEATURE,weight,And how heavy is it
C_QUESTION_ABOUT_FEATURE,weight,and how heavy is this
C_QUESTION_ABOUT_FEATURE,weight,and how much does it weigh
C_QUESTION_ABOUT_FEATURE,weight,and how much does it weigh
C_QUESTION_ABOUT_FEATURE,weight,and how much does it weight
C_QUESTION_ABOUT_FEATURE,weight,and how much this one way
C_QUESTION_ABOUT_FEATURE,weight,and is it heavy
C_QUESTION_ABOUT_FEATURE,weight,and is it heavy
C_QUESTION_ABOUT_FEATURE,weight,and the weight of this camera is it ever
C_QUESTION_ABOUT_FEATURE,weight,and this is very heavy will it fit in the pus okay
C_QUESTION_ABOUT_FEATURE,weight,and what is the weight of the body of this tomorrow
C_QUESTION_ABOUT_FEATURE,weight,and what's the weight on it
C_QUESTION_ABOUT_FEATURE,weight,anything how much does it weight
C_QUESTION_ABOUT_FEATURE,weight,Cameron looks quite heavy how much does it weigh
C_QUESTION_ABOUT_FEATURE,weight,can I know the weight of this camera
C_QUESTION_ABOUT_FEATURE,weight,fender what is the weight for this camera
C_QUESTION_ABOUT_FEATURE,weight,girls pretty hard pretty big how much does it weigh
C_QUESTION_ABOUT_FEATURE,weight,House the weight
C_QUESTION_ABOUT_FEATURE,weight,how about the weight how is it
C_QUESTION_ABOUT_FEATURE,weight,how about the weight you know recently I getting older I don't want to have to a heavy camera
C_QUESTION_ABOUT_FEATURE,weight,how heavy does it weigh
C_QUESTION_ABOUT_FEATURE,weight,how heavy is it
C_QUESTION_ABOUT_FEATURE,weight,how heavy is this camera
C_QUESTION_ABOUT_FEATURE,weight,how is the weight on it
C_QUESTION_ABOUT_FEATURE,weight,how much does a swan weigh
C_QUESTION_ABOUT_FEATURE,weight,how much does it weigh
C_QUESTION_ABOUT_FEATURE,weight,how much does it weigh
C_QUESTION_ABOUT_FEATURE,weight,how much does it weight
C_QUESTION_ABOUT_FEATURE,weight,how much does the body weight
C_QUESTION_ABOUT_FEATURE,weight,how much does this one weigh
C_QUESTION_ABOUT_FEATURE,weight,how much does this phone way
C_QUESTION_ABOUT_FEATURE,weight,how's the way on it
C_QUESTION_ABOUT_FEATURE,weight,I say is it very heavy
C_QUESTION_ABOUT_FEATURE,weight,I see its not that heavy
C_QUESTION_ABOUT_FEATURE,weight,I see you and what is the weight of this
C_QUESTION_ABOUT_FEATURE,weight,I'm just a very light coming around heavy things in a bag how heavy is this
C_QUESTION_ABOUT_FEATURE,weight,is it heavy
C_QUESTION_ABOUT_FEATURE,weight,is it heavy
C_QUESTION_ABOUT_FEATURE,weight,is it heavy though
C_QUESTION_ABOUT_FEATURE,weight,is it very heavy
C_QUESTION_ABOUT_FEATURE,weight,is this heavy
C_QUESTION_ABOUT_FEATURE,weight,is this heavy
C_QUESTION_ABOUT_FEATURE,weight,it looks a bit bigger how much more does this phone weigh
C_QUESTION_ABOUT_FEATURE,weight,it looks heavy though how much does it weight
C_QUESTION_ABOUT_FEATURE,weight,it's a bit heavy
C_QUESTION_ABOUT_FEATURE,weight,it's filled with a lightweight
C_QUESTION_ABOUT_FEATURE,weight,it's heavy how much is it
C_QUESTION_ABOUT_FEATURE,weight,it's lightweight how much does it weigh
C_QUESTION_ABOUT_FEATURE,weight,it's way too heavy
C_QUESTION_ABOUT_FEATURE,weight,may I know the weight of this 
C_QUESTION_ABOUT_FEATURE,weight,now this looks pretty small
C_QUESTION_ABOUT_FEATURE,weight,oh I see and what about the weight you can make it slide but what's the weight actually
C_QUESTION_ABOUT_FEATURE,weight,oh I see what about the weight of this one
C_QUESTION_ABOUT_FEATURE,weight,oh it's heavy
C_QUESTION_ABOUT_FEATURE,weight,oh yeah it's a bit heavy how much does it weight
C_QUESTION_ABOUT_FEATURE,weight,OK and how much does it weigh
C_QUESTION_ABOUT_FEATURE,weight,ok ok what about the wait is it heavy
C_QUESTION_ABOUT_FEATURE,weight,ok what about the wait is it heavy or is it
C_QUESTION_ABOUT_FEATURE,weight,okay and what about the weight
C_QUESTION_ABOUT_FEATURE,weight,okay and what's the weight
C_QUESTION_ABOUT_FEATURE,weight,okay and you have what's the weight of this camera
C_QUESTION_ABOUT_FEATURE,weight,okay how about the weight of us I don't want anything that's too heavy
C_QUESTION_ABOUT_FEATURE,weight,okay I guess I should make it a lot like so how much does it weigh
C_QUESTION_ABOUT_FEATURE,weight,okay I see and how much does it weigh
C_QUESTION_ABOUT_FEATURE,weight,so yeah looks kinda heavy
C_QUESTION_ABOUT_FEATURE,weight,that looks really stylish looks a bit lighter as well how much does it weigh
C_QUESTION_ABOUT_FEATURE,weight,that sounds good is it light go cuz I don't want to be carrying around heavy stuff all through the vacation
C_QUESTION_ABOUT_FEATURE,weight,that's wonderful and what about the weight
C_QUESTION_ABOUT_FEATURE,weight,the weight
C_QUESTION_ABOUT_FEATURE,weight,this feels quite heavy how much does it weigh
C_QUESTION_ABOUT_FEATURE,weight,um yeah I used to go on forever but I don't want it anymore I want to latest model
C_QUESTION_ABOUT_FEATURE,weight,what about it weight 
C_QUESTION_ABOUT_FEATURE,weight,what about its weight
C_QUESTION_ABOUT_FEATURE,weight,what about the wait is it light or is it heavy
C_QUESTION_ABOUT_FEATURE,weight,what about the way this is a lighter is it heavy
C_QUESTION_ABOUT_FEATURE,weight,what about weight
C_QUESTION_ABOUT_FEATURE,weight,what is the weight
C_QUESTION_ABOUT_FEATURE,weight,what is the weight of the camera
C_QUESTION_ABOUT_FEATURE,weight,what is the weight of this
C_QUESTION_ABOUT_FEATURE,weight,what is the weight of this camera
C_QUESTION_ABOUT_FEATURE,weight,what is the weight on on this
C_QUESTION_ABOUT_FEATURE,weight,whats the weight
C_QUESTION_ABOUT_FEATURE,weight,what's the weight
C_QUESTION_ABOUT_FEATURE,weight,what's the weight compared to the other camera we looked at
C_QUESTION_ABOUT_FEATURE,weight,what's the weight on this camera
C_QUESTION_ABOUT_FEATURE,weight,wonderful and what about the way
C_QUESTION_ABOUT_FEATURE,weight,wonderful and what about the weight
C_QUESTION_ABOUT_FEATURE,weight,wow what about the wait how how heavy is it
C_QUESTION_ABOUT_FEATURE,weight,yeah looks going to wait how much does it weigh
C_QUESTION_ABOUT_FEATURE,weight,yeah that should be and what about the weight
C_SILENT_OR_BACKCHANNEL,,alright
C_SILENT_OR_BACKCHANNEL,,alright
C_SILENT_OR_BACKCHANNEL,,alright
C_SILENT_OR_BACKCHANNEL,,alright
C_SILENT_OR_BACKCHANNEL,,alright
C_SILENT_OR_BACKCHANNEL,,alright
C_SILENT_OR_BACKCHANNEL,,alright so I say
C_SILENT_OR_BACKCHANNEL,,good
C_SILENT_OR_BACKCHANNEL,,good
C_SILENT_OR_BACKCHANNEL,,great
C_SILENT_OR_BACKCHANNEL,,great cash
C_SILENT_OR_BACKCHANNEL,,great sounds like a great camera
C_SILENT_OR_BACKCHANNEL,,great that's great I know what sits exercise
C_SILENT_OR_BACKCHANNEL,,hm
C_SILENT_OR_BACKCHANNEL,,huh
