,SHOPKEEPER_SPEECH,SHOPKEEPER,SPATIAL_STATE,CLUSTER_ID,TYPICAL_VECTOR,INTRACLUSTER_DISTANCE,TSS,IS_BAD_CLUSTER
4156,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1,,-
4856,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1,,-
4854,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1,,-
1416,NONE,PROACTIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1,,-
4726,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1,,-
2669,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1,,-
2660,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1,,-
2659,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1,,-
4216,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1,,-
4635,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1,,-
4639,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1,,-
4828,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1,,-
4655,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1,,-
4658,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1,,-
2626,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1,,-
1820,NONE,PROACTIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1,,-
4277,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1,,-
4279,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1,,-
4796,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1,,-
4304,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1,,-
4741,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1,,-
720,NONE,PROACTIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1,,-
2399,NONE,PROACTIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1,,-
4870,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1,,-
50,NONE,PROACTIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1,,-
4448,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1,,-
2044,NONE,PROACTIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1,,-
4946,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1,,-
4549,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1,,-
4890,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1,,-
4949,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1,,-
4007,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1,,-
4015,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1,,-
4888,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1,,-
1074,NONE,PROACTIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1,,-
2740,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1,,-
4065,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1,,-
2068,NONE,PROACTIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,*,1,,-
4046,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1,,-
4493,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1,,-
4066,NONE,PASSIVE,PRESENT_X;SONY,0;PRESENT_X;SONY,-,1,,-
2840,NONE,PASSIVE,WAITING;NIKON,0;WAITING;NIKON,*,,,-
1826,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1909,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1923,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1825,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2906,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1771,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1788,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1840,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2981,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1770,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1757,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2982,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2890,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1811,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2957,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1841,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2892,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2907,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1867,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2905,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1866,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2912,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1853,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2918,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1884,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1896,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2919,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1842,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2920,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2921,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2904,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2922,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2894,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2941,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2893,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1897,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2956,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1733,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2790,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1720,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1371,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
3098,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1351,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1325,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
3121,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1303,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
3130,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1228,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1199,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1190,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1418,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1139,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
3158,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
3161,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
3177,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
998,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
950,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
3182,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
930,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
915,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
3188,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
872,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1127,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1728,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1438,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
3087,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1719,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1718,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1699,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
3000,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1698,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1697,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
3012,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2885,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1676,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1675,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1455,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
3022,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1613,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1549,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
3036,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1508,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
3057,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
3058,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
3066,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
3068,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1497,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1479,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1642,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1677,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2043,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1943,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2690,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2689,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2687,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2678,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2677,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2662,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2815,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2816,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2817,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2645,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2643,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2691,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2818,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2632,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2819,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2630,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2629,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2625,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2613,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2825,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2612,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2830,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2611,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2831,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2637,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2832,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2704,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2707,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2775,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2774,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2773,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2772,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2796,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2797,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2798,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2763,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2799,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2762,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2800,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2706,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2761,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2749,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2748,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2747,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
3213,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2731,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2730,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2729,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2728,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2720,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2708,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2814,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2760,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1932,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2610,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2576,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2138,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2864,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2865,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2866,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2137,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2114,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2113,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2867,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2104,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2872,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2877,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2147,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2098,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2083,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2878,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2784,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2021,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2004,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1973,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1972,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1960,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1946,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1945,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
1944,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2084,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2577,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2148,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2858,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2505,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2504,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2467,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2841,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2842,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2437,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2436,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2843,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2435,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2844,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2395,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2163,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2347,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2252,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2241,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2854,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2855,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2238,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2217,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2856,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2199,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2189,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2186,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2857,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2253,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
2745,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
0,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,*,1,,-
3228,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4490,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4488,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4485,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4484,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4483,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4472,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4471,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4452,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4441,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4440,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4423,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4422,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4421,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4420,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4414,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4499,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4500,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4501,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4502,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4604,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4591,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4590,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4579,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4578,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4577,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4576,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4413,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4557,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4554,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4553,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4532,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4531,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4530,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4515,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4503,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4555,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4608,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4406,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4400,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4292,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4291,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4285,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4284,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4275,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4268,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4267,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4266,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4256,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4255,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4254,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4242,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4241,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4240,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4239,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4299,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4300,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4307,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4308,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4390,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4380,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4379,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4371,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4370,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4363,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4362,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4401,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4361,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4352,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4351,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4342,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4334,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4327,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4318,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4317,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4353,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4232,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4609,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4625,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4901,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4900,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4893,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4892,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4883,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
4882,NONE,PASSIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
