NEW_ID,CLUSTER_ID,TIMESTAMP,TRIAL,SPATIAL_STATE,STATE_TARGET,CUSTOMER_FROM_MOTION,CUSTOMER_TO_MOTION,CUSTOMER_LOCATION,SHOPKEEPER_FROM_MOTION,SHOPKEEPER_TO_MOTION,SHOPKEEPER_LOCATION,CUSTOMER_SPEAKING,CUSTOMER_SPEECH,CUSTOMER_KEYWORDS,SHOPKEEPER_SPEAKING,SHOPKEEPER_SPEECH,SHOPKEEPER_KEYWORDS,CUSTOMER_ACTION,SHOPKEEPER_ACTION
-,81;PRESENT_X;NIKON,1.437639604E9,537,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SPEAKING,competition against mobile phones so that's been fantastic 4 cameras,mobile phones;cameras;competition,,SS,

-,0;PRESENT_X;NIKON,1.437639613E9,537,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SPEAKING,I see well let me just talk to my parents and see what they think about it and I'll be back tomorrow morning,morning;parents,SILENCE,NONE,NO_KEYWORD,CS,,
-,69;PRESENT_X;NIKON,1.437639621E9,537,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SPEAKING,the problem is my cat is the reflection about the camera,reflection;camera;problem;cat,,SS,

-,0;PRESENT_X;NIKON,1.437639626E9,537,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SPEAKING,thank you very much to be really helpful have a great day,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CS,,
-,191;PRESENT_X;NIKON,1.437639628E9,537,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SPEAKING,no worries look forward to seeing you again have a good afternoon,good afternoon;worries,,SS,
-,0;WAITING;NONE,1.437639631E9,537,WAITING,NONE,NONE,NONE,NIKON,NIKON,SERVICE_COUNTER,SERVICE_COUNTER,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,,SM,
-,0;WAITING;NONE,1.437639634E9,537,WAITING,NONE,NIKON,DOOR,DOOR,NIKON,SERVICE_COUNTER,SERVICE_COUNTER,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CM,SM,


-,0;NONE;DOOR,1.437639678E9,538,NONE,DOOR,NONE,NONE,DOOR,SERVICE_COUNTER,NIKON,NIKON,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,,SM,

-,0;FACE_TO_FACE;NONE,1.437639681E9,538,FACE_TO_FACE,NONE,DOOR,MIDDLE,MIDDLE,NONE,NONE,NIKON,SPEAKING,hi good afternoon I'm looking to buy a new camera and I just needed to be a portable and easy to use ,hi good afternoon;new camera,SILENCE,NONE,NO_KEYWORD,CSCM,,
-,0;FACE_TO_FACE;NONE,1.437639682E9,538,FACE_TO_FACE,NONE,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,,,
-,5;FACE_TO_FACE;NONE,1.437639693E9,538,FACE_TO_FACE,NONE,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SPEAKING,can I ask what sort of pictures you take,sort;pictures,,SS,

-,0;FACE_TO_FACE;NONE,1.437639696E9,538,FACE_TO_FACE,NONE,NONE,NONE,NIKON,NONE,NONE,NIKON,SPEAKING,you will be pictures from my family and friends,pictures;family;friends,SILENCE,NONE,NO_KEYWORD,CS,,
-,62;FACE_TO_FACE;NONE,1.437639699E9,538,FACE_TO_FACE,NONE,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SPEAKING,this camera over here is fantastic for that long I have to mobile phone cameras so its just like to be with you what time but nobody's going to ring you in the middle of trying to take a picture please pick it up and see how it goes,phone cameras;time;middle;picture,,SS,

-,204;PRESENT_X;NIKON,1.43763972E9,538,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SPEAKING,optical zoom so if you're for sure one way or the other just see how that goes,optical zoom;way,,SS,

-,0;PRESENT_X;NIKON,1.43763973E9,538,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SPEAKING,wow that's really nice to you,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CS,,
-,119;PRESENT_X;NIKON,1.437639733E9,538,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SPEAKING,this point and shoot and you can see the great picture quality that just if we if you open up one of the pictures there and zoom in you can see its come up beautifully and would like a lovely,great picture quality;zoom;shoot;point;pictures,,SS,

-,0;PRESENT_X;NIKON,1.437639748E9,538,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SPEAKING,and how much does it weight,weight,SILENCE,NONE,NO_KEYWORD,CS,,
-,114;PRESENT_X;NIKON,1.437639752E9,538,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SPEAKING,Sony 120 grams if its in a bucket ,grams;bucket;Sony,,SS,

-,0;PRESENT_X;NIKON,1.437639756E9,538,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SPEAKING,wow that's wonderful and do you have it in black,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CS,,
-,68;PRESENT_X;NIKON,1.43763976E9,538,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SPEAKING,yes we do,NO_KEYWORD,,SS,

-,0;PRESENT_X;NIKON,1.437639763E9,538,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SPEAKING,great and finally what is the price,price,SILENCE,NONE,NO_KEYWORD,CS,,
-,7;PRESENT_X;NIKON,1.437639767E9,538,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SPEAKING,68,NO_KEYWORD,,SS,

-,0;PRESENT_X;NIKON,1.437639769E9,538,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SPEAKING,taken together,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CS,,
-,7;PRESENT_X;NIKON,1.437639771E9,538,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SPEAKING,68,NO_KEYWORD,,SS,

-,0;PRESENT_X;NIKON,1.437639774E9,538,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SPEAKING,wow that's really affordable I was just talked to my parents and see what they think about it and I will get back to you,parents,SILENCE,NONE,NO_KEYWORD,CS,,
-,216;PRESENT_X;NIKON,1.437639781E9,538,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SPEAKING,I'm here for the next 5 days between 11 a.m. and 8 p.m. and the shops are open between 10 a.m. and 9 p.m. 7 days a week so I'd be happy to help you again but somebody else will be here,somebody;shops;a.m.;p.m.,,SS,

-,0;PRESENT_X;NIKON,1.437639795E9,538,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SPEAKING,thank you very much for your assistance and have a great day,assistance,SILENCE,NONE,NO_KEYWORD,CS,,
-,19;PRESENT_X;NIKON,1.437639798E9,538,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SPEAKING,to thank you for your time,time,,SS,
-,0;WAITING;NONE,1.4376398E9,538,WAITING,NONE,NONE,NONE,NIKON,NIKON,SERVICE_COUNTER,SERVICE_COUNTER,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,,SM,

-,0;WAITING;NONE,1.437639803E9,538,WAITING,NONE,NONE,NONE,NIKON,NIKON,SERVICE_COUNTER,SERVICE_COUNTER,SPEAKING,see you then,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CS,SM,



-,1;NONE;DOOR,1.43763983E9,539,NONE,DOOR,NONE,NONE,DOOR,SERVICE_COUNTER,NIKON,NIKON,SILENCE,NONE,NO_KEYWORD,SPEAKING,good afternoon how can I help,good afternoon,,SSSM,
-,0;NONE;DOOR,1.437639831E9,539,NONE,DOOR,NONE,NONE,DOOR,SERVICE_COUNTER,NIKON,NIKON,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,,SM,
-,0;NONE;MIDDLE,1.437639833E9,539,NONE,MIDDLE,DOOR,MIDDLE,MIDDLE,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CM,,

-,0;FACE_TO_FACE;NONE,1.437639834E9,539,FACE_TO_FACE,NONE,NONE,NONE,NIKON,NONE,NONE,NIKON,SPEAKING,I'm looking to buy a professional camera since I'm starting a class next week,professional camera;class,SILENCE,NONE,NO_KEYWORD,CS,,
-,2;FACE_TO_FACE;NONE,1.437639841E9,539,FACE_TO_FACE,NONE,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SPEAKING,so you're starting out plus what can photographypeople,NO_KEYWORD,,SS,

-,0;FACE_TO_FACE;NONE,1.437639847E9,539,FACE_TO_FACE,NONE,NONE,NONE,NIKON,NONE,NONE,NIKON,SPEAKING,I happen workout Photography before starting a class next week,workout Photography;class,SILENCE,NONE,NO_KEYWORD,CS,,
-,158;FACE_TO_FACE;NONE,1.437639856E9,539,FACE_TO_FACE,NONE,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SPEAKING,we have to stop in professional models with full creative control the body alone is $2000 and weighs 1 kilogram,professional models;creative control;kilogram;body,,SS,

-,0;FACE_TO_FACE;NONE,1.437639867E9,539,FACE_TO_FACE,NONE,NONE,NONE,NIKON,NONE,NONE,NIKON,SPEAKING,since my parents are paying for it I might look into an option that is more important,option;parents,SILENCE,NONE,NO_KEYWORD,CS,,
-,90;FACE_TO_FACE;NONE,1.437639875E9,539,FACE_TO_FACE,NONE,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SPEAKING,over here we have a camera that has a lot of creative control its design so a lot of the things sitting on sofa with a note included in this camera but it still got a lot of manual control of them it's a great camera - get a great picture as well,great camera;creative control;manual control;great picture;sofa;note;design;things,,SS,
-,0;PRESENT_X;SONY,1.437639876E9,539,PRESENT_X,SONY,NONE,NONE,MIDDLE,NIKON,SONY,SONY,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,,SM,
-,0;PRESENT_X;SONY,1.43763988E9,539,PRESENT_X,SONY,MIDDLE,SONY,SONY,NIKON,SONY,SONY,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CM,SM,
-,0;PRESENT_X;SONY,1.437639882E9,539,PRESENT_X,SONY,MIDDLE,SONY,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CM,,
-,0;PRESENT_X;SONY,1.437639883E9,539,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,,,

-,0;PRESENT_X;SONY,1.437639899E9,539,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SPEAKING,it sounds like it has the adventure of a new things at our school they have professional cameras and I just need one for my practice is how high school,professional cameras;new things;school;adventure;practice,SILENCE,NONE,NO_KEYWORD,CS,,
-,184;PRESENT_X;SONY,1.437639909E9,539,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,SPEAKING,$500 and you'll be up in manually set the shutter speed which is something I think the school ask you to do you can also I guess the school will step through those things that students,shutter speed;school;things;students,,SS,

-,0;PRESENT_X;SONY,1.437639927E9,539,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SPEAKING,wonderful and what about the way,way,SILENCE,NONE,NO_KEYWORD,CS,,
-,221;PRESENT_X;SONY,1.437639931E9,539,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,SPEAKING,please pick it up and take some pictures weighs around half a kilogram,kilogram;half;pictures,,SS,

-,0;PRESENT_X;SONY,1.43763994E9,539,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SPEAKING,I see its not that heavy,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CS,,
BAD,94;PRESENT_X;SONY,1.437639943E9,539,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,SPEAKING,so its got its gotten rid of a lot of the mechanics JV account that's cool to compromise is insensitive Credit Controller really like and you can go with us,insensitive Credit Controller;mechanics JV account,,SS,

-,0;PRESENT_X;SONY,1.437639965E9,539,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SPEAKING,and you mentioned that you send me $500 right,right,SILENCE,NONE,NO_KEYWORD,CS,,
-,36;PRESENT_X;SONY,1.437639968E9,539,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,SPEAKING,500,NO_KEYWORD,,SS,

-,0;PRESENT_X;SONY,1.437639971E9,539,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SPEAKING,and do you have it in black,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CS,,
-,68;PRESENT_X;SONY,1.437639975E9,539,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,SPEAKING,yes we do,NO_KEYWORD,,SS,

-,0;PRESENT_X;SONY,1.437639977E9,539,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SPEAKING,I'm just going to talk to my parents and see what they think about it and I'll get back to you,parents,SILENCE,NONE,NO_KEYWORD,CS,,
-,161;PRESENT_X;SONY,1.437639983E9,539,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,SPEAKING,system information that if my text went to show them it's also more about the details with the camera possible and he is my name cut it would be a pleasure to work with you again after the features of the camera,camera;pleasure;information;text;details;features,,SS,

-,0;PRESENT_X;SONY,1.437639996E9,539,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SPEAKING,wonderful so most likely I'll be back here tomorrow,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CS,,
-,75;PRESENT_X;SONY,1.437640001E9,539,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,SPEAKING,shift after 11 a.m.,shift,,SS,

-,0;PRESENT_X;SONY,1.437640003E9,539,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SPEAKING,thank you you been very helpful,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CS,,
-,27;WAITING;NONE,1.437640007E9,539,WAITING,NONE,NONE,NONE,SONY,SONY,SERVICE_COUNTER,SERVICE_COUNTER,SILENCE,NONE,NO_KEYWORD,SPEAKING,you have a good afternoon,good afternoon,,SSSM,
-,0;WAITING;NONE,1.437640008E9,539,WAITING,NONE,NONE,NONE,SONY,SONY,SERVICE_COUNTER,SERVICE_COUNTER,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,,SM,
-,0;WAITING;NONE,1.437640011E9,539,WAITING,NONE,SONY,DOOR,DOOR,SONY,SERVICE_COUNTER,SERVICE_COUNTER,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CM,SM,


-,0;PRESENT_X;CANON,1.437641842E9,542,PRESENT_X,CANON,NONE,NONE,DOOR,SERVICE_COUNTER,CANON,CANON,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,,SM,
-,1;PRESENT_X;CANON,1.437641843E9,542,PRESENT_X,CANON,NONE,NONE,DOOR,SERVICE_COUNTER,CANON,CANON,SILENCE,NONE,NO_KEYWORD,SPEAKING,good afternoon how can I help,good afternoon,,SSSM,
-,0;PRESENT_X;CANON,1.437641844E9,542,PRESENT_X,CANON,NONE,NONE,DOOR,SERVICE_COUNTER,CANON,CANON,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,,SM,
-,0;PRESENT_X;CANON,1.437641845E9,542,PRESENT_X,CANON,DOOR,CANON,CANON,SERVICE_COUNTER,CANON,CANON,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CM,SM,

-,0;PRESENT_X;CANON,1.437641846E9,542,PRESENT_X,CANON,DOOR,CANON,CANON,NONE,NONE,CANON,SPEAKING,I'm fine how are you,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CSCM,,
-,0;PRESENT_X;CANON,1.437641847E9,542,PRESENT_X,CANON,DOOR,CANON,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CM,,
-,0;PRESENT_X;CANON,1.437641848E9,542,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,,,
-,98;PRESENT_X;CANON,1.437641849E9,542,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,SPEAKING,I'm great thanks I enjoy working its a really good place to be,good place;thanks,,SS,

-,0;PRESENT_X;CANON,1.437641855E9,542,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SPEAKING,I was looking for a camera just to take good pictures what do you recommend,good pictures;camera,SILENCE,NONE,NO_KEYWORD,CS,,
-,85;PRESENT_X;CANON,1.437641862E9,542,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,SPEAKING,they will take great pictures,great pictures,,SS,

-,5;PRESENT_X;CANON,1.437641865E9,542,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,SPEAKING,can I ask what sort of pictures you take,sort;pictures,,SS,

-,0;PRESENT_X;CANON,1.437641868E9,542,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SPEAKING,mmm just any picture,mmm;picture,SILENCE,NONE,NO_KEYWORD,CS,,
BAD,187;PRESENT_X;CANON,1.437641873E9,542,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,SPEAKING,let's have a look over here I'll explain the layout of the shop as well this camera is maybe the first and after the move all fun it's fantastic for family and friends is going to 20 megapixel sensor which means that you get some nice prints out of it as well,megapixel sensor;nice prints;camera;layout;look;shop;fun;family;friends,,SS,
-,0;PRESENT_X;NIKON,1.437641874E9,542,PRESENT_X,NIKON,NONE,NONE,CANON,CANON,NIKON,NIKON,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,,SM,
-,0;PRESENT_X;NIKON,1.437641878E9,542,PRESENT_X,NIKON,CANON,NIKON,NIKON,CANON,NIKON,NIKON,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CM,SM,
-,0;PRESENT_X;NIKON,1.437641879E9,542,PRESENT_X,NIKON,CANON,NIKON,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CM,,
-,0;PRESENT_X;NIKON,1.43764188E9,542,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,,,
-,158;PRESENT_X;NIKON,1.437641892E9,542,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SPEAKING,top in photojournalism camp that body alone weighs 1 kilogram and cost $2000 then you have to violence,photojournalism camp;kilogram;body,,SS,

-,80;PRESENT_X;NIKON,1.437641902E9,542,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SPEAKING,over here this camera is around $500 it takes beautiful pictures and it's designed to take triple shots quite lite certain about 500 grams,triple shots;beautiful pictures;grams;camera,,SS,
-,0;PRESENT_X;SONY,1.437641903E9,542,PRESENT_X,SONY,NONE,NONE,NIKON,NIKON,SONY,SONY,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,,SM,
-,0;PRESENT_X;SONY,1.437641908E9,542,PRESENT_X,SONY,NIKON,SONY,SONY,NIKON,SONY,SONY,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CM,SM,
-,0;PRESENT_X;SONY,1.437641911E9,542,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,,,

-,0;PRESENT_X;SONY,1.437641916E9,542,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SPEAKING,Etsy,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CS,,
-,40;PRESENT_X;SONY,1.43764192E9,542,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,SPEAKING,the pictures it takes are almost as good as if I die Jemison camera,Jemison camera;pictures,,SS,

-,29;PRESENT_X;SONY,1.437641927E9,542,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,SPEAKING,but if your focus on family and friends this is only $68,focus;family;friends,,SS,
-,0;PRESENT_X;NIKON,1.437641928E9,542,PRESENT_X,NIKON,NONE,NONE,SONY,SONY,NIKON,NIKON,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,,SM,
-,0;PRESENT_X;NIKON,1.437641933E9,542,PRESENT_X,NIKON,SONY,NIKON,NIKON,SONY,NIKON,NIKON,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CM,SM,

-,0;PRESENT_X;NIKON,1.437641934E9,542,PRESENT_X,NIKON,SONY,NIKON,NIKON,SONY,NIKON,NIKON,SPEAKING,Wow cheap,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CSCM,SM,
-,0;PRESENT_X;NIKON,1.437641935E9,542,PRESENT_X,NIKON,SONY,NIKON,NIKON,SONY,NIKON,NIKON,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CM,SM,
-,81;PRESENT_X;NIKON,1.437641936E9,542,PRESENT_X,NIKON,SONY,NIKON,NIKON,SONY,NIKON,NIKON,SILENCE,NONE,NO_KEYWORD,SPEAKING,mobile phones are the real competition now so camera makers have two good cameras take great pictures do it easily and they have to make a cheap,mobile phones;camera makers;good cameras;real competition;great pictures,CM,SSSM,
-,0;PRESENT_X;NIKON,1.437641937E9,542,PRESENT_X,NIKON,SONY,NIKON,NIKON,SONY,NIKON,NIKON,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CM,SM,
-,0;PRESENT_X;NIKON,1.437641938E9,542,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,,,
-,137;PRESENT_X;NIKON,1.437641948E9,542,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SPEAKING,pickup truck decals for pictures,pickup truck decals;pictures,,SS,

-,0;PRESENT_X;NIKON,1.43764195E9,542,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SPEAKING,ok,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CS,,
-,110;PRESENT_X;NIKON,1.437641957E9,542,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SPEAKING,3820 grant,grant,,SS,

-,0;PRESENT_X;NIKON,1.437641963E9,542,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SPEAKING,that's okay,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CS,,
-,325;PRESENT_X;NIKON,1.437641968E9,542,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SPEAKING,let's have a look at the picture you took just sent it so if you bring it up on the screen you can resume in there and you can see its got quite a lot of detail,look;picture;screen,,SS,

-,0;PRESENT_X;NIKON,1.437641978E9,542,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SPEAKING,picture books ok,picture books,SILENCE,NONE,NO_KEYWORD,CS,,
-,330;PRESENT_X;NIKON,1.437641985E9,542,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SPEAKING,it's a big step up to the qualities I said this is $68 it's better than your phone that's better than to get much better than $500 so much is ten times more,big step;qualities;phone;times,,SS,

-,0;PRESENT_X;NIKON,1.437641997E9,542,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SPEAKING,too much,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CS,,
-,29;PRESENT_X;NIKON,1.437642003E9,542,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SPEAKING,for this one everything's automatic point-and-shoot family and friends to go get that irritating leg you get with the pharmacist,irritating leg;pharmacist;family;friends,,SS,

-,0;PRESENT_X;NIKON,1.437642013E9,542,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SPEAKING,I might have to think about it but maybe I'll buy it,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CS,,
-,75;PRESENT_X;NIKON,1.437642023E9,542,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SPEAKING,its a baby take your time is a brochure detailing is what the camera is capable of and my name card I'm on shift between 11 and 7 p.m. each day,brochure detailing;shift;camera;baby;time;card,,SS,

-,0;PRESENT_X;NIKON,1.437642033E9,542,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SPEAKING,ok thank you very much for your time,time,SILENCE,NONE,NO_KEYWORD,CS,,
-,39;PRESENT_X;NIKON,1.437642036E9,542,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SPEAKING,I feel time have a great afternoon,great afternoon;time,,SS,
-,0;WAITING;NONE,1.437642038E9,542,WAITING,NONE,NONE,NONE,NIKON,NIKON,SERVICE_COUNTER,SERVICE_COUNTER,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,,SM,
-,0;WAITING;NONE,1.437642042E9,542,WAITING,NONE,NIKON,DOOR,DOOR,NONE,NONE,SERVICE_COUNTER,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CM,,


-,0;WAITING;NONE,1.437642114E9,543,WAITING,NONE,DOOR,SONY,SONY,NONE,NONE,SERVICE_COUNTER,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CM,,
