TIMESTAMP,TRIAL,SHOPKEEPER,SPATIAL_STATE,STATE_TARGET,CUSTOMER_TYPE,CUSTOMER_FROM_MOTION,CUSTOMER_TO_MOTION,CUSTOMER_LOCATION,SHOPKEEPER_FROM_MOTION,SHOPKEEPER_TO_MOTION,SHOPKEEPER_LOCATION,CUSTOMER_SPEECH,CUSTOMER_KEYWORDS,OUTPUT_SPATIAL_STATE,OUTPUT_STATE_TARGET,OUTPUT_CUSTOMER_FROM_MOTION,OUTPUT_CUSTOMER_TO_MOTION,OUTPUT_CUSTOMER_LOCATION,OUTPUT_SHOPKEEPER_FROM_MOTION,OUTPUT_SHOPKEEPER_TO_MOTION,OUTPUT_SHOPKEEPER_LOCATION,SHOPKEEPER_SPEECH,SHOPKEEPER_KEYWORDS,CLUSTER_ID,IS_BAD_CLUSTER
1437649548,561,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,thank you too much,NO_KEYWORD,WAITING,NONE,NONE,NONE,MIDDLE,NIKON,SERVICE_COUNTER,SERVICE_COUNTER,NONE,NO_KEYWORD,0;WAITING;NONE,-
1437649588,562,PROACTIVE,WAITING,NONE,ADVANCED,DOOR,CANON,CANON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,WAITING,NONE,DOOR,MIDDLE,MIDDLE,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,0;WAITING;NONE,-
1437649589,562,PROACTIVE,WAITING,NONE,ADVANCED,DOOR,MIDDLE,MIDDLE,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,WAITING,NONE,NONE,NONE,MIDDLE,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,0;WAITING;NONE,-
1437649596,562,PROACTIVE,WAITING,NONE,ADVANCED,MIDDLE,SONY,SONY,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,WAITING,NONE,NONE,NONE,SONY,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,0;WAITING;NONE,-
1437649603,562,PROACTIVE,WAITING,NONE,ADVANCED,NONE,NONE,SONY,NONE,NONE,SERVICE_COUNTER,Skewes me sir do you know how much is this camera,camera;Skewes,PRESENT_X,SONY,NONE,NONE,SONY,SERVICE_COUNTER,SONY,SONY,Scammers $550 it's designed for extended travel it takes really nice pictures,nice pictures;scammers;travel,115;PRESENT_X;SONY,-
1437649618,562,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,is this really a top-of-the-line camera or so so,top-of-the-line camera,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,Simpson middle of the range camera so the pictures are almost good as a top of the line camera but it doesn't have to shoot control it's a lot simpler to use it's designed to be quick and easy to use full of journeys,range camera;Simpson middle;journeys;pictures;line;control,256;PRESENT_X;SONY,-
1437649643,562,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,okay yeah I have a camera at home but it's not really doing good for me so I really want to upgrade so do you think this camera is really better for me,camera;home,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,what sort of camera do you have and what are the frustrations,frustrations;sort;camera,133;PRESENT_X;SONY,-
1437649661,562,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,how its my camera phone,camera phone,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,any camera will be an improvement,camera;improvement,53;PRESENT_X;SONY,-
1437649671,562,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,NONE,NO_KEYWORD,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,but how do you find that frustrating to work with,NO_KEYWORD,319;PRESENT_X;SONY,-
1437649675,562,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,I just want some better pictures,better pictures,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,do not take this picture,picture,270;PRESENT_X;SONY,-
1437649685,562,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,just say that are high quality picture and that's it,high quality picture,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,NONE,NO_KEYWORD,0;PRESENT_X;SONY,-
1437649690,562,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,yes,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,SONY,SONY,NIKON,NIKON,adhere the nickel is only $68 it's designed to directly compete with mobile phone cameras,mobile phone cameras;nickel,297;PRESENT_X;NIKON,-
1437649714,562,PROACTIVE,PRESENT_X,NIKON,ADVANCED,NONE,NONE,NIKON,NONE,NONE,NIKON,okay I miss you,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,is the optical zoom switch so you can just have a little play with that see how it changes the framing,optical zoom switch;little play;framing,304;PRESENT_X;NIKON,-
1437649726,562,PROACTIVE,PRESENT_X,NIKON,ADVANCED,NONE,NONE,NIKON,NONE,NONE,NIKON,ok not too bad not too bad,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,the big difference for the mobile phone camera is the quality is the same right across all that deserving person a mobile phone of course it's something more you zoom in the West equality,mobile phone camera;deserving person;big difference;West equality;zoom,18;PRESENT_X;NIKON,-
1437649742,562,PROACTIVE,PRESENT_X,NIKON,ADVANCED,NONE,NONE,NIKON,NONE,NONE,NIKON,okay yeah I think I'll take this camera this will be better than my camera phone,camera phone;yeah,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,the lights are used to use point and shoot so yes sir that's great will have it ready for you tomorrow,lights;sir;point,56;PRESENT_X;NIKON,-
1437649763,562,PROACTIVE,PRESENT_X,NIKON,ADVANCED,NONE,NONE,NIKON,NONE,NONE,NIKON,that'll work thank you,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,then have a good evening,good evening,101;PRESENT_X;NIKON,-
1437649767,562,PROACTIVE,WAITING,NONE,ADVANCED,NONE,NONE,NIKON,NIKON,SERVICE_COUNTER,SERVICE_COUNTER,thank you so much,NO_KEYWORD,WAITING,NONE,NONE,NONE,NIKON,NIKON,SERVICE_COUNTER,SERVICE_COUNTER,NONE,NO_KEYWORD,0;WAITING;NONE,-
1437649833,563,PROACTIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,SERVICE_COUNTER,SONY,SONY,excuse me sir can you help me,sir,PRESENT_X,SONY,NONE,NONE,SONY,SERVICE_COUNTER,SONY,SONY,yes of course how can I help,course,26;PRESENT_X;SONY,-
1437649840,563,PROACTIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,I want to know what kind of colors do you have for this camera,kind;camera;colors,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,We have black of course but the wheels I have white,wheels;course,26;PRESENT_X;SONY,-
1437649849,563,PROACTIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,ok is that a special black car is just a regular black,special black car;ok,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,all the colors especially it's an excellent camera,excellent camera;colors,55;PRESENT_X;SONY,-
1437649860,563,PROACTIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,ok ok what about the wait is it heavy,ok ok;wait,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,I get up and take a few pictures if you like,pictures,16;PRESENT_X;SONY,-
1437649869,563,PROACTIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,ok let me see,NO_KEYWORD,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,470 grams so it's a little heavier than most point and shoot cameras but it's designed to take excellent quality photographs so long journeys,excellent quality photographs;grams;journeys;cameras;point,122;PRESENT_X;SONY,-
1437649884,563,PROACTIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,ok do you have any other cameras,ok;cameras,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY, We have point-and-shoot automatic cameras which are available in the range of colors end we have top end fashion science end photojournalism cameras,end photojournalism cameras;point-and-shoot automatic cameras;range;colors;fashion;science,93;PRESENT_X;SONY,-
1437649902,563,PROACTIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,okay let's see,NO_KEYWORD,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,depends on the pictures you take family and friends old fashioned and research and you,pictures;family;friends;research,29;PRESENT_X;SONY,-
1437649914,563,PROACTIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,I just want to take a high quality picture but just for show,high quality picture,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,in competitions,competitions,81;PRESENT_X;SONY,BAD
1437649925,563,PROACTIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,yeah I'm not really knowledgeable about cameras just want to have that high quality effect,high quality effect;cameras,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,to suggest this camera I think you will get almost as good as a high end professional camera but you won't to think about the details of how it works so much but you will still learn all the concepts you've got a lot of manual control of this camera,professional camera;high end;manual control;details;concepts,258;PRESENT_X;SONY,BAD
1437649952,563,PROACTIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,ok maybe you know what let me eat dinner first and let me come back in and I'll let you know,dinner,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,the coast is a brochure have a little readers who have your mail and happy to see you anytime you're calling,little readers;brochure;coast;mail,165;PRESENT_X;SONY,-
1437649972,563,PROACTIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,thank you so much for your help,help,WAITING,NONE,NONE,NONE,SONY,SONY,SERVICE_COUNTER,SERVICE_COUNTER,time have a good night,good night;time,206;WAITING;NONE,-
1437649977,563,PROACTIVE,WAITING,NONE,NOVICE,NONE,NONE,SONY,SONY,SERVICE_COUNTER,SERVICE_COUNTER,thank you,NO_KEYWORD,WAITING,NONE,NONE,NONE,SONY,SONY,SERVICE_COUNTER,SERVICE_COUNTER,NONE,NO_KEYWORD,0;WAITING;NONE,-
1437650014,564,PROACTIVE,WAITING,NONE,ADVANCED,DOOR,CANON,CANON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,WAITING,NONE,NONE,NONE,CANON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,0;WAITING;NONE,-
1437650022,564,PROACTIVE,WAITING,NONE,ADVANCED,CANON,SONY,SONY,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,PRESENT_X,SONY,NONE,NONE,SONY,SERVICE_COUNTER,SONY,SONY,how can I help,NO_KEYWORD,8;PRESENT_X;SONY,-
1437650038,564,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,SERVICE_COUNTER,SONY,SONY,I'll just wanted to know about the Sony Alpha is the camera a high quality camera,high quality camera;Sony Alpha,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,it takes really good pictures almost as good as a top and professional camera but its been designs down to be a mirrorless camera so it's much lighter to get up and take a few pictures,professional camera;mirrorless camera;good pictures;designs,40;PRESENT_X;SONY,-
1437650062,564,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,ok,NO_KEYWORD,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,It weighs 470 g about half pounds so he still feels heavy but mostly that's processing and some of the glasses in there so well while we call it Miranis it still has a lot of quite heavy components to guarantee the quality and that of the build and of the photograph,heavy components;pounds;glasses;processing;Miranis;quality;build;photograph,127;PRESENT_X;SONY,BAD
1437650084,564,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,ok what about the sensor size,sensor size;ok,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,It has a three-quarter cents so it's pretty good in low light you're going to get very good crisp photographs it's fantastic for lunch and logic,three-quarter cents;good crisp;low light;lunch;logic,32;PRESENT_X;SONY,-
1437650099,564,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,ok what about the ISO as well,ok;ISO,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,3200 with a shutter speed of 30 seconds so depending on your creative effects you can shoot up to meeting,shutter speed;creative effects;meeting,181;PRESENT_X;SONY,-
1437650113,564,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,do you have a or high end camera,camera;high end,PRESENT_X,CANON,NONE,NONE,SONY,SONY,CANON,CANON,of course,course,26;PRESENT_X;SONY,-
1437650124,564,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,SONY,SONY,CANON,CANON,NONE,NO_KEYWORD,PRESENT_X,CANON,NONE,NONE,SONY,SONY,CANON,CANON,over here is the Canon 5d mark 3 this is a top of the line full professional camera body and the lens would be extra and the camera body the camera body weighs 1 kilogram and the lens can weigh 1 kilogram alone,camera body;professional camera body;kilogram;lens;Canon;mark;line,158;PRESENT_X;CANON,-
1437650146,564,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,you know what I'm in a rush can I just buy it now,rush,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,can I ask what sort of lens you like to use,sort;lens,293;PRESENT_X;CANON,-
1437650159,564,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,anyone would do I'm just trying to get a camera real fast,camera,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,it up over here and if you're okay with an 18 to 50 assume I think that will give you a very good results,good results;assume,226;PRESENT_X;CANON,-
1437650175,564,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,I trust you so I feel confident though thank you so much,NO_KEYWORD,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,do we need to gift wrap this,wrap,124;PRESENT_X;CANON,-
1437650182,564,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,no no gift wrapping,gift wrapping,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,then we will have it ready for you while we do some warranty paperwork and take a cup of coffee it will be ready to pick in twenty minutes ok the cafe is just over here upstairs,warranty paperwork;cafe;cup;coffee,43;PRESENT_X;CANON,BAD
1437650195,564,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,sounds like a plan I'll see you soon,plan,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,NONE,NO_KEYWORD,0;PRESENT_X;CANON,-
1437650200,564,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,okay thank you so much for the help,help,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,anytime have a good evening,good evening,101;PRESENT_X;CANON,-
1437650205,564,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,you too thank you,NO_KEYWORD,WAITING,NONE,NONE,NONE,CANON,CANON,SERVICE_COUNTER,SERVICE_COUNTER,see you soon,NO_KEYWORD,47;WAITING;NONE,-
1437650268,565,PROACTIVE,WAITING,NONE,NOVICE,DOOR,CANON,CANON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,PRESENT_X,CANON,NONE,NONE,CANON,SERVICE_COUNTER,CANON,CANON,how can I help,NO_KEYWORD,8;PRESENT_X;CANON,-
1437650291,565,PROACTIVE,PRESENT_X,CANON,NOVICE,NONE,NONE,CANON,NONE,NONE,CANON,I'm just browsing around just searching for a camera,camera,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,I can explain the layout of the store if you like,layout;store,30;PRESENT_X;CANON,-
1437650303,565,PROACTIVE,PRESENT_X,CANON,NOVICE,NONE,NONE,CANON,NONE,NONE,CANON,ok I don't have too much time but just so simple camera,simple camera;time,PRESENT_X,NIKON,NONE,NONE,CANON,CANON,NIKON,NIKON,over here this camera is designed for family and friends photos is the next step up for your mobile phone camera,mobile phone camera;friends photos;family;step,113;PRESENT_X;CANON,-
1437650322,565,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,ok is it how is the what is the glamour retouch effects what is that,glamour retouch effects;ok,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,you seen how some people gonna Photo Booth like change everything about the people that change skin color from blue to yellow so they change hair color from orange to green or they do fools these effects of built into the camera so that you can directly Facebook,Photo Booth;skin color;hair color;fools;people;camera;orange;effects;change,4;PRESENT_X;NIKON,BAD
1437650348,565,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,oh that's cool do you know the price for this,price,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,68,NO_KEYWORD,7;PRESENT_X;NIKON,-
1437650355,565,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,wow that's cheap really cheap but is it a good camera even though it's cheap,good camera,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON, It has a 20 megapixel sensor so from the center point of view you can do great enlargements in front of that Cincy you have a much better the land lens you ever had on my mobile phone so it's like looking through your eyes after a bad pair of glasses,megapixel sensor;great enlargements;bad pair;land lens;center point;mobile phone;Cincy;glasses;eyes,128;PRESENT_X;NIKON,BAD
1437650380,565,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,ok ok,ok ok,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,please pick up take a couple pictures if you like,couple pictures,52;PRESENT_X;NIKON,-
1437650386,565,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,ok let me see,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,do you zoom libras just here I'll pray that you can see how you can change the framing of the picture,libras;framing;picture,304;PRESENT_X;NIKON,-
1437650398,565,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,is it okay for me to take a picture,picture,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,you like,NO_KEYWORD,2;PRESENT_X;NIKON,-
1437650404,565,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,ok,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,NONE,NO_KEYWORD,0;PRESENT_X;NIKON,-
1437650411,565,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,you too seems not too bad though,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,alice is quite stylish it's available in black and white,alice,37;PRESENT_X;NIKON,-
1437650427,565,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,okay well my friend really likes this so you have black you said,friend,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,no set pink red blue and white,pink red blue;set;white,171;PRESENT_X;NIKON,-
1437650440,565,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,ma how many other black do you have left,ma,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,it's a very popular color but I think we have two on the shelf,popular color;shelf,126;PRESENT_X;NIKON,-
1437650452,565,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,ok can you save one for me for tomorrow,ok,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,NONE,NO_KEYWORD,0;PRESENT_X;NIKON,-
1437650464,565,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,okay sounds like a plan and how much was this camera again,okay sounds;camera;plan,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,NONE,NO_KEYWORD,0;PRESENT_X;NIKON,-
1437650473,565,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,okay okay okay yes okay I want this so I'll see you tomorrow,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,okay we'll see you tomorrow have a good evening thank you,good evening,101;PRESENT_X;NIKON,-
1437650484,565,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,thank you so much,NO_KEYWORD,WAITING,NONE,NONE,NONE,NIKON,NIKON,SERVICE_COUNTER,SERVICE_COUNTER,NONE,NO_KEYWORD,0;WAITING;NONE,-
1437719803,568,PROACTIVE,WAITING,NONE,NOVICE,DOOR,SONY,SONY,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,SONY,SERVICE_COUNTER,NIKON,NIKON,good afternoon how can I help,good afternoon,1;PRESENT_X;NIKON,-
1437719815,568,PROACTIVE,PRESENT_X,NIKON,NOVICE,SONY,NIKON,NIKON,NONE,NIKON,NIKON,the ones who I'm looking for something light,ones;light,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,pictures do you like to take,pictures,211;PRESENT_X;NIKON,-
1437719828,568,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,good will bring anything I want something I come out of uses again let me use to any community,uses;community,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,friends would you like to take higher quality landscape pictures as well,higher quality landscape,72;PRESENT_X;NIKON,-
1437719844,568,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,no no just for fun,fun,PRESENT_X,NIKON,NONE,NONE,NIKON,MIDDLE,NIKON,NIKON,Disney cone is designed for family and friends of this good fun camera sorry the light and very easy to handle,good fun camera;Disney cone;family;friends;light,327;PRESENT_X;NIKON,-
1437719858,568,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,oh yeah it's it's like what do you have anything on it or any other colors,colors,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,is this camera comes in black silver white red and purple,camera,269;PRESENT_X;NIKON,-
1437719873,568,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,oh I see and what about the automatic settings I just wanted to throw the ball tonight,automatic settings;ball,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,this is a point and shoot camera so you can just set it up so that you never need to touch another thing,camera;thing;point,125;PRESENT_X;NIKON,-
1437719889,568,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,in price,price,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,its only $68,NO_KEYWORD,132;PRESENT_X;NIKON,-
1437719898,568,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,do you have another camera that I can take,camera,PRESENT_X,SONY,NONE,NONE,NIKON,NIKON,SONY,SONY,subtly let me just explain the layout of the shop over here we have high end professional camera so that camera bodies around $2000 and over here we have a camera that's in the middle for about $550 you have a camera that will take fence equality landscape photos and travel photos it's too good for family and,fence equality landscape;camera bodies;professional camera;high end;layout,258;PRESENT_X;NIKON,BAD
1437719924,568,PROACTIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,oh I see what about the weight of this one,weight,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,it's around about half a kilo please pick this one up as well take some pictures if you like,kilo;pictures,139;PRESENT_X;SONY,-
1437719937,568,PROACTIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,oh yeah what's up I don't know I don't like this I'm very much,NO_KEYWORD,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,Also quite expensive it's designed for extended travel end people who want pictures almost as good as high-end cameras,high-end cameras;travel end;people;pictures,232;PRESENT_X;SONY,-
1437719952,568,PROACTIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,no no I'm not I'm not that good at the picture I just want something simple just for the memories in something very simple to you too,memories;picture,PRESENT_X,NIKON,NONE,NONE,SONY,SONY,NIKON,NIKON,NONE,NO_KEYWORD,0;PRESENT_X;NIKON,-
1437719969,568,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,SONY,SONY,NIKON,NIKON,all it does to this ticket again,ticket,PRESENT_X,NIKON,SONY,NIKON,NIKON,SONY,NIKON,NIKON,the nikon is designed for what you're trying to do I think,nikon,87;PRESENT_X;NIKON,-
1437719972,568,PROACTIVE,PRESENT_X,NIKON,NOVICE,SONY,NIKON,NIKON,SONY,NIKON,NIKON,NONE,NO_KEYWORD,PRESENT_X,NIKON,SONY,NIKON,NIKON,SONY,NIKON,NIKON,take some pictures with,pictures,194;PRESENT_X;NIKON,-
1437719979,568,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,how do you turn it on,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,this is Mitch just here,Mitch,126;PRESENT_X;NIKON,-
1437719987,568,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,oh I see let me take a picture of a beautiful lady,beautiful lady;picture,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,you'll also see this an optical zoom leave it just hit the can adjust your framing,optical zoom;framing,304;PRESENT_X;NIKON,-
1437720000,568,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,oh I said in and can I take pictures like a fight with this one,fight;pictures,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,so it will work quite well with family and friends in close proximity but if you want to take pictures of sunsets maybe it's not so good at that in low light conditions without a flash,low light conditions;close proximity;sunsets;family;friends;pictures;flash,244;PRESENT_X;NIKON,-
1437720023,568,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,thank you very much for your help no problem come back anytime,help;problem,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,have a good afternoon,good afternoon,21;PRESENT_X;NIKON,-
1437720033,568,PROACTIVE,WAITING,NONE,NOVICE,NONE,NONE,NIKON,NIKON,SERVICE_COUNTER,SERVICE_COUNTER,thank you goodbye,NO_KEYWORD,WAITING,NONE,NONE,NONE,NIKON,NIKON,SERVICE_COUNTER,SERVICE_COUNTER,NONE,NO_KEYWORD,0;WAITING;NONE,-
