INDEX,TIMESTAMP,TRIAL,SHOPKEEPER,SPATIAL_STATE,STATE_TARGET,CUSTOMER_TYPE,CUSTOMER_FROM_MOTION,CUSTOMER_TO_MOTION,CUSTOMER_LOCATION,SHOPKEEPER_FROM_MOTION,SHOPKEEPER_TO_MOTION,SHOPKEEPER_LOCATION,CUSTOMER_SPEECH,CUSTOMER_KEYWORDS,OUTPUT_SPATIAL_STATE,OUTPUT_STATE_TARGET,OUTPUT_CUSTOMER_FROM_MOTION,OUTPUT_CUSTOMER_TO_MOTION,OUTPUT_CUSTOMER_LOCATION,OUTPUT_SHOPKEEPER_FROM_MOTION,OUTPUT_SHOPKEEPER_TO_MOTION,OUTPUT_SHOPKEEPER_LOCATION,SHOPKEEPER_SPEECH,SHOPKEEPER_KEYWORDS,CLUSTER_ID_SHOPKEEPER,IS_BAD_CLUSTER_SHOPKEEPER,CLUSTER_ID_CUSTOMER,IS_BAD_CLUSTER_CUSTOMER
2814,1435305407,178,PASSIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,SONY,CANON,CANON,ok,ok,WAITING,NONE,NONE,NONE,SONY,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,2873;WAITING;NONE,0,2873;WAITING;NONE,0
2815,1435305458,179,PASSIVE,WAITING,NONE,ADVANCED,DOOR,NIKON,NIKON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,WAITING,NONE,NONE,NONE,NIKON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,2914;WAITING;NONE,0,2914;WAITING;NONE,0
2816,1435305467,179,PASSIVE,WAITING,NONE,ADVANCED,NIKON,CANON,CANON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,WAITING,NONE,NONE,NONE,CANON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,2923;WAITING;NONE,0,2923;WAITING;NONE,0
2817,1435305478,179,PASSIVE,WAITING,NONE,ADVANCED,CANON,SONY,SONY,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,WAITING,NONE,NONE,NONE,SONY,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,2936;WAITING;NONE,0,2936;WAITING;NONE,0
2818,1435305496,179,PASSIVE,WAITING,NONE,ADVANCED,SONY,NIKON,NIKON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,WAITING,NONE,SONY,NIKON,NIKON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,2950;WAITING;NONE,0,2950;WAITING;NONE,0
2819,1435305498,179,PASSIVE,WAITING,NONE,ADVANCED,SONY,CANON,CANON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,WAITING,NONE,SONY,CANON,CANON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,2953;WAITING;NONE,0,2953;WAITING;NONE,0
2820,1435305501,179,PASSIVE,WAITING,NONE,ADVANCED,SONY,CANON,CANON,NONE,NONE,SERVICE_COUNTER,excuse me,NO_KEYWORD,PRESENT_X,CANON,NONE,NONE,CANON,SERVICE_COUNTER,CANON,CANON,yes,NO_KEYWORD,2957;WAITING;NONE,0,2957;WAITING;NONE,0
2821,1435305508,179,PASSIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,What is synthesizer of this camera,synthesizer;camera,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,It's full frame camera,frame;camera,2964;WAITING;NONE,0,2964;WAITING;NONE,0
2822,1435305518,179,PASSIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,is it full manual,NO_KEYWORD,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,yes you adjust every setting manually,setting,2974;WAITING;NONE,0,2974;WAITING;NONE,0
2823,1435305526,179,PASSIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,diesel performance,diesel performance,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,it has a really high ISO which is 6400,high ISO,2982;WAITING;NONE,0,2982;WAITING;NONE,0
2824,1435305545,179,PASSIVE,PRESENT_X,SONY,ADVANCED,CANON,SONY,SONY,NONE,NONE,CANON,NONE,NO_KEYWORD,PRESENT_X,NIKON,CANON,NIKON,NIKON,NONE,NONE,CANON,NONE,NO_KEYWORD,2999;WAITING;NONE,0,2999;WAITING;NONE,0
2825,1435305546,179,PASSIVE,PRESENT_X,NIKON,ADVANCED,CANON,NIKON,NIKON,NONE,NONE,CANON,NONE,NO_KEYWORD,WAITING,NONE,CANON,NIKON,NIKON,CANON,SERVICE_COUNTER,SERVICE_COUNTER,NONE,NO_KEYWORD,3000;WAITING;NONE,0,3000;WAITING;NONE,0
2826,1435305566,179,PASSIVE,WAITING,NONE,ADVANCED,NONE,NONE,SONY,NONE,NONE,SERVICE_COUNTER,excuse me,NO_KEYWORD,PRESENT_X,SONY,NONE,NONE,SONY,SERVICE_COUNTER,SONY,SONY,NONE,NO_KEYWORD,3020;WAITING;NONE,0,3020;WAITING;NONE,0
2827,1435305573,179,PASSIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,SERVICE_COUNTER,SONY,SONY,Is this support for long exposure,long exposure;support,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,yes this one supports long exposure up to 30 seconds,long exposure,3031;WAITING;NONE,0,3031;WAITING;NONE,0
2828,1435305589,179,PASSIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,what is a sensei,sensei,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,it's an aps-c sensor,aps-c sensor,3044;WAITING;NONE,0,3044;WAITING;NONE,0
2829,1435305601,179,PASSIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,thank you very much for your support,support,WAITING,NONE,NONE,NONE,SONY,SONY,SERVICE_COUNTER,SERVICE_COUNTER,thank you for coming to our store,store,3056;WAITING;NONE,0,3056;WAITING;NONE,0
2830,1435305629,180,PASSIVE,WAITING,NONE,ADVANCED,DOOR,NIKON,NIKON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,WAITING,NONE,NONE,NONE,NIKON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,3072;WAITING;NONE,0,3072;WAITING;NONE,0
2831,1435305640,180,PASSIVE,WAITING,NONE,ADVANCED,NIKON,CANON,CANON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,WAITING,NONE,NONE,NONE,CANON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,3082;WAITING;NONE,0,3082;WAITING;NONE,0
2832,1435305651,180,PASSIVE,WAITING,NONE,ADVANCED,CANON,SONY,SONY,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,WAITING,NONE,NONE,NONE,SONY,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,3097;WAITING;NONE,0,3097;WAITING;NONE,0
2833,1435305663,180,PASSIVE,WAITING,NONE,ADVANCED,NONE,NONE,SONY,NONE,NONE,SERVICE_COUNTER,excuse me,NO_KEYWORD,PRESENT_X,SONY,NONE,NONE,SONY,SERVICE_COUNTER,SONY,SONY,how can I help you today,NO_KEYWORD,3110;WAITING;NONE,0,3110;WAITING;NONE,0
2834,1435305674,180,PASSIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,is this a long exposure,long exposure,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,yes it supports up to 30 seconds of exposure,exposure,3116;WAITING;NONE,0,3116;WAITING;NONE,0
2835,1435305685,180,PASSIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,is it full manual,NO_KEYWORD,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,no it has manual mode but it's not full manual,manual mode,3126;WAITING;NONE,0,3126;WAITING;NONE,0
2836,1435305692,180,PASSIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,is there any manual cameras,manual cameras,PRESENT_X,CANON,NONE,NONE,SONY,SONY,CANON,CANON,yes I can show you full manual camera,manual camera,3135;WAITING;NONE,0,3135;WAITING;NONE,0
2837,1435305695,180,PASSIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,SONY,SONY,CANON,CANON,NONE,NO_KEYWORD,PRESENT_X,CANON,SONY,CANON,CANON,NONE,NONE,CANON,this camera is a full manual camera that we have in our store,manual camera;store,148;PRESENT_X;CANON,0,148;PRESENT_X;CANON,0
2838,1435305712,180,PASSIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,how is diesel performance,diesel performance,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,it has a really high ISO which is 6400 and its has very little noise for that level of iso,little noise;high ISO;level,3156;WAITING;NONE,0,3156;WAITING;NONE,0
2839,1435305726,180,PASSIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,IC,NO_KEYWORD,WAITING,NONE,NONE,NONE,CANON,CANON,SERVICE_COUNTER,SERVICE_COUNTER,if you have any other questions just please call me,questions,3177;WAITING;NONE,0,3177;WAITING;NONE,0
2840,1435305740,180,PASSIVE,WAITING,NONE,ADVANCED,NONE,NONE,CANON,CANON,SERVICE_COUNTER,SERVICE_COUNTER,okay,NO_KEYWORD,WAITING,NONE,NONE,NONE,CANON,CANON,NIKON,SERVICE_COUNTER,NONE,NO_KEYWORD,3180;WAITING;NONE,0,3180;WAITING;NONE,0
2841,1435305974,181,PASSIVE,WAITING,NONE,NOVICE,DOOR,SONY,SONY,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,WAITING,NONE,NONE,NONE,SONY,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,3209;WAITING;NONE,0,3209;WAITING;NONE,0
2842,1435305981,181,PASSIVE,WAITING,NONE,NOVICE,SONY,NIKON,NIKON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,WAITING,NONE,NONE,NONE,NIKON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,3218;WAITING;NONE,0,3218;WAITING;NONE,0
2843,1435305992,181,PASSIVE,WAITING,NONE,NOVICE,NIKON,CANON,CANON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,WAITING,NONE,NONE,NONE,CANON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,3228;WAITING;NONE,0,3228;WAITING;NONE,0
2844,1435306000,181,PASSIVE,WAITING,NONE,NOVICE,CANON,NIKON,NIKON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,WAITING,NONE,NONE,NONE,NIKON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,3236;WAITING;NONE,0,3236;WAITING;NONE,0
2845,1435306004,181,PASSIVE,WAITING,NONE,NOVICE,NONE,NONE,NIKON,NONE,NONE,SERVICE_COUNTER,excuse me,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,NIKON,SERVICE_COUNTER,NIKON,NIKON,yes how can I help you,NO_KEYWORD,3241;WAITING;NONE,0,3241;WAITING;NONE,0
2846,1435306010,181,PASSIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,is there any other colors of this camera,camera;colors,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,This camera has 5 different colors purple pink black silver and red,pink black silver;different colors;camera,3247;WAITING;NONE,0,3247;WAITING;NONE,0
2847,1435306025,181,PASSIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,how much is this,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,It's 68 dollars,dollars,3259;WAITING;NONE,0,3259;WAITING;NONE,0
2848,1435306042,181,PASSIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,is this easy to use,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,It has 18 different preset modes so you don't need to adjust settings it can adjust settings automatically,different preset modes;settings,3277;WAITING;NONE,0,3277;WAITING;NONE,0
2849,1435306077,181,PASSIVE,WAITING,NONE,NOVICE,NONE,NONE,SONY,NONE,NONE,SERVICE_COUNTER,excuse me,NO_KEYWORD,PRESENT_X,SONY,NONE,NONE,SONY,SERVICE_COUNTER,SONY,SONY,yes,NO_KEYWORD,3318;WAITING;NONE,0,3318;WAITING;NONE,0
2850,1435306087,181,PASSIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,how much is this camera,camera,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,that is $550,NO_KEYWORD,3323;WAITING;NONE,0,3323;WAITING;NONE,0
2851,1435306102,181,PASSIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,Does this have preset mode,preset mode,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,yes it has 9 different preset modes and some artistic effect as well,different preset modes;artistic effect,3339;WAITING;NONE,0,3339;WAITING;NONE,0
2852,1435306116,181,PASSIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,it's heavy how much is it,NO_KEYWORD,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,oh yes it's actually 470 grams,grams,3352;WAITING;NONE,0,3352;WAITING;NONE,0
2853,1435306136,181,PASSIVE,WAITING,NONE,NOVICE,NONE,NONE,SONY,SONY,SERVICE_COUNTER,SERVICE_COUNTER,NONE,NO_KEYWORD,WAITING,NONE,NONE,NONE,SONY,SONY,SERVICE_COUNTER,SERVICE_COUNTER,if you need anything else please call me,NO_KEYWORD,3369;WAITING;NONE,0,3369;WAITING;NONE,0
2854,1435306138,181,PASSIVE,WAITING,NONE,NOVICE,NONE,NONE,SONY,SONY,SERVICE_COUNTER,SERVICE_COUNTER,ok,ok,WAITING,NONE,NONE,NONE,SONY,SONY,SERVICE_COUNTER,SERVICE_COUNTER,NONE,NO_KEYWORD,3371;WAITING;NONE,0,3371;WAITING;NONE,0
2855,1435306171,182,PASSIVE,WAITING,NONE,NOVICE,DOOR,SONY,SONY,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,WAITING,NONE,DOOR,SONY,SONY,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,3398;WAITING;NONE,0,3398;WAITING;NONE,0
2856,1435306176,182,PASSIVE,WAITING,NONE,NOVICE,DOOR,NIKON,NIKON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,WAITING,NONE,NONE,NONE,NIKON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,3403;WAITING;NONE,0,3403;WAITING;NONE,0
2857,1435306188,182,PASSIVE,WAITING,NONE,NOVICE,NIKON,CANON,CANON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,WAITING,NONE,NONE,NONE,CANON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,3414;WAITING;NONE,0,3414;WAITING;NONE,0
2858,1435306200,182,PASSIVE,WAITING,NONE,NOVICE,CANON,SONY,SONY,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,WAITING,NONE,CANON,SONY,SONY,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,3427;WAITING;NONE,0,3427;WAITING;NONE,0
2859,1435306205,182,PASSIVE,WAITING,NONE,NOVICE,CANON,SONY,SONY,NONE,NONE,SERVICE_COUNTER,excuse me,NO_KEYWORD,PRESENT_X,SONY,NONE,NONE,SONY,SERVICE_COUNTER,SONY,SONY,yes how can I help you,NO_KEYWORD,3436;WAITING;NONE,0,3436;WAITING;NONE,0
2860,1435306218,182,PASSIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,does you have black color of the camera,black color;camera,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,yes we do,NO_KEYWORD,3443;WAITING;NONE,0,3443;WAITING;NONE,0
2861,1435306224,182,PASSIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,how much is this,NO_KEYWORD,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,that one is $550,NO_KEYWORD,3450;WAITING;NONE,0,3450;WAITING;NONE,0
2862,1435306235,182,PASSIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,Expedia is this easy to use,Expedia,PRESENT_X,NIKON,SONY,NIKON,NIKON,SONY,NIKON,NIKON,"I can recommend you for an easier to use camera, this one is a full automatic camera it has 18 different preset modes",camera;different preset modes;automatic camera,3462;WAITING;NONE,0,3462;WAITING;NONE,0
2863,1435306260,182,PASSIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,city of the colors,city;colors,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,yes we do have purple pink black silver and red,pink black silver,3485;WAITING;NONE,0,3485;WAITING;NONE,0
2864,1435306282,182,PASSIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,thank you for your support,support,WAITING,NONE,NONE,NONE,NIKON,NIKON,SERVICE_COUNTER,SERVICE_COUNTER,NONE,NO_KEYWORD,3507;WAITING;NONE,0,3507;WAITING;NONE,0
2865,1435306306,183,PASSIVE,WAITING,NONE,ADVANCED,DOOR,SONY,SONY,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,WAITING,NONE,NONE,NONE,SONY,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,3518;WAITING;NONE,0,3518;WAITING;NONE,0
2866,1435306315,183,PASSIVE,WAITING,NONE,ADVANCED,SONY,NIKON,NIKON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,WAITING,NONE,NONE,NONE,NIKON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,3530;WAITING;NONE,0,3530;WAITING;NONE,0
2867,1435306328,183,PASSIVE,WAITING,NONE,ADVANCED,NIKON,CANON,CANON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,WAITING,NONE,NONE,NONE,CANON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,3541;WAITING;NONE,0,3541;WAITING;NONE,0
2868,1435306335,183,PASSIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,SERVICE_COUNTER,CANON,CANON,excuse me,NO_KEYWORD,PRESENT_X,CANON,NONE,NONE,CANON,SERVICE_COUNTER,CANON,CANON,yes,NO_KEYWORD,3547;WAITING;NONE,0,3547;WAITING;NONE,0
2869,1435306340,183,PASSIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,is this full manual,NO_KEYWORD,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,yes it is a full manual camera,manual camera,3552;WAITING;NONE,0,3552;WAITING;NONE,0
2870,1435306352,183,PASSIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,this is the size,size,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,Yes it is full frame camera,frame;camera,3564;WAITING;NONE,0,3564;WAITING;NONE,0
2871,1435306362,183,PASSIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,how is iso,NO_KEYWORD,WAITING,NONE,NONE,NONE,CANON,CANON,SERVICE_COUNTER,SERVICE_COUNTER,it's a really high 6400 it has really low noise for that level of iso,low noise;level;iso,3576;WAITING;NONE,0,3576;WAITING;NONE,0
2872,1435306410,183,PASSIVE,WAITING,NONE,ADVANCED,NIKON,SONY,SONY,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,WAITING,NONE,NONE,NONE,SONY,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,3623;WAITING;NONE,0,3623;WAITING;NONE,0
2873,1435306420,183,PASSIVE,WAITING,NONE,ADVANCED,NONE,NONE,SONY,NONE,NONE,SERVICE_COUNTER,is this full manual,NO_KEYWORD,PRESENT_X,SONY,NONE,NONE,SONY,SERVICE_COUNTER,SONY,SONY,pardon me,NO_KEYWORD,3637;WAITING;NONE,0,3637;WAITING;NONE,0
2874,1435306428,183,PASSIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,SERVICE_COUNTER,SONY,SONY,is this full manual,NO_KEYWORD,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,No it has quite a lot of preset settings but  you can also set them settings manually,preset settings,3641;WAITING;NONE,0,3641;WAITING;NONE,0
2875,1435306444,183,PASSIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,what's up with the long exposure,long exposure,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,Yes it supports up to 30 seconds,NO_KEYWORD,3657;WAITING;NONE,0,3657;WAITING;NONE,0
2876,1435306475,183,PASSIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,NONE,NO_KEYWORD,WAITING,NONE,NONE,NONE,SONY,SONY,SERVICE_COUNTER,SERVICE_COUNTER,if you have any other questions please let me know,questions,3685;WAITING;NONE,0,3685;WAITING;NONE,0
2877,1435306478,183,PASSIVE,WAITING,NONE,ADVANCED,NONE,NONE,SONY,SONY,SERVICE_COUNTER,SERVICE_COUNTER,thank you,NO_KEYWORD,WAITING,NONE,NONE,NONE,SONY,SONY,SERVICE_COUNTER,SERVICE_COUNTER,NONE,NO_KEYWORD,3688;WAITING;NONE,0,3688;WAITING;NONE,0
2878,1435306531,184,PASSIVE,WAITING,NONE,NOVICE,CANON,NIKON,NIKON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,WAITING,NONE,NONE,NONE,NIKON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,3727;WAITING;NONE,0,3727;WAITING;NONE,0
2879,1435306542,184,PASSIVE,WAITING,NONE,NOVICE,NIKON,SONY,SONY,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,PRESENT_X,CANON,NIKON,SONY,SONY,SERVICE_COUNTER,CANON,CANON,NONE,NO_KEYWORD,3737;WAITING;NONE,0,3737;WAITING;NONE,0
2880,1435306558,184,PASSIVE,PRESENT_X,NIKON,NOVICE,SONY,NIKON,NIKON,CANON,NIKON,NIKON,excuse me,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,NIKON,CANON,NIKON,NIKON,yes,NO_KEYWORD,3755;WAITING;NONE,0,3755;WAITING;NONE,0
2881,1435306565,184,PASSIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,do you have red color,red color,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,yes we do have red color for the camera,camera;red color,3760;WAITING;NONE,0,3760;WAITING;NONE,0
2882,1435306571,184,PASSIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,how much is this,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,this one is $68,NO_KEYWORD,3766;WAITING;NONE,0,3766;WAITING;NONE,0
2883,1435306584,184,PASSIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,it's easy to use,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,Yes it's a full automatic camera and it has 18 different preset mode,different preset mode;automatic camera,3779;WAITING;NONE,0,3779;WAITING;NONE,0
2884,1435306594,184,PASSIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,NONE,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,it's very good for a beginner user,beginner user,3787;WAITING;NONE,0,3787;WAITING;NONE,0
2885,1435306601,184,PASSIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,IC,NO_KEYWORD,WAITING,NONE,NIKON,SONY,SONY,NIKON,SERVICE_COUNTER,SERVICE_COUNTER,NONE,NO_KEYWORD,3803;WAITING;NONE,0,3803;WAITING;NONE,0
2886,1435306616,184,PASSIVE,WAITING,NONE,NOVICE,NONE,NONE,SONY,NONE,NONE,SERVICE_COUNTER,excuse me,NO_KEYWORD,PRESENT_X,SONY,NONE,NONE,SONY,SERVICE_COUNTER,SONY,SONY,yes how can I help you,NO_KEYWORD,3817;WAITING;NONE,0,3817;WAITING;NONE,0
2887,1435306628,184,PASSIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,how much is this camera,camera,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,this one cost $550,cost,3823;WAITING;NONE,0,3823;WAITING;NONE,0
2888,1435306637,184,PASSIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,is there any other colors,colors,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,We have 3 colors black white and silver,colors;silver,3833;WAITING;NONE,0,3833;WAITING;NONE,0
2889,1435306668,184,PASSIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,NONE,NO_KEYWORD,WAITING,NONE,NONE,NONE,SONY,SONY,SERVICE_COUNTER,SERVICE_COUNTER,if you need anything else please please let me know,NO_KEYWORD,3861;WAITING;NONE,0,3861;WAITING;NONE,0
2890,1435306671,184,PASSIVE,WAITING,NONE,NOVICE,NONE,NONE,SONY,SONY,SERVICE_COUNTER,SERVICE_COUNTER,thank you,NO_KEYWORD,WAITING,NONE,NONE,NONE,SONY,SONY,SERVICE_COUNTER,SERVICE_COUNTER,NONE,NO_KEYWORD,3864;WAITING;NONE,0,3864;WAITING;NONE,0
2891,1435306704,184,PASSIVE,WAITING,NONE,NOVICE,NONE,NONE,NIKON,NONE,NONE,SERVICE_COUNTER,thank you for your support,support,WAITING,NONE,NIKON,CANON,CANON,NONE,NONE,SERVICE_COUNTER,thank you for coming to our store,store,3900;WAITING;NONE,0,3900;WAITING;NONE,0
2892,1435306747,185,PASSIVE,WAITING,NONE,ADVANCED,DOOR,NIKON,NIKON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,WAITING,NONE,NONE,NONE,SONY,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,3910;WAITING;NONE,0,3910;WAITING;NONE,0
2893,1435306755,185,PASSIVE,WAITING,NONE,ADVANCED,SONY,NIKON,NIKON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,WAITING,NONE,NONE,NONE,NIKON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,3920;WAITING;NONE,0,3920;WAITING;NONE,0
2894,1435306767,185,PASSIVE,WAITING,NONE,ADVANCED,NIKON,CANON,CANON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,WAITING,NONE,NONE,NONE,CANON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,3931;WAITING;NONE,0,3931;WAITING;NONE,0
2895,1435306776,185,PASSIVE,WAITING,NONE,ADVANCED,NONE,NONE,CANON,NONE,NONE,SERVICE_COUNTER,excuse me,NO_KEYWORD,PRESENT_X,CANON,NONE,NONE,CANON,SERVICE_COUNTER,CANON,CANON,yes how may I help you,NO_KEYWORD,3940;WAITING;NONE,0,3940;WAITING;NONE,0
